name,department,school,rating,take_again,difficulty,avg_gpa,Clear grading criteria,Respected,Get ready to read,Skip class? You won't pass.,Tough grader,Accessible outside class,Graded by few things,Lecture heavy,Test heavy,Inspirational,Amazing lectures,Caring,Gives good feedback,Participation matters,Hilarious,Lots of homework
"REITER, K.",Criminology Law  Society,UC Irvine,4.0,N/,3.0,3.480666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHIVENDU, S.",Business,UC Irvine,4.0,N/,2.7,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYKKANEN, R.",Humanities,UC Irvine,4.5,89,3.6,3.1725,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0
"MYKKANEN, R.",Writing,UC Irvine,5.0,100,3.5,3.1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCHMIDT, T.",Management,UC Irvine,3.2,75,2.1,3.901730769230769,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0
"WANG, T.",Dance,UC Irvine,4.5,100,3.0,3.700344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JARRELL, T.",Writing,UC Irvine,3.0,N/,2.6,3.013333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDO, A.",Dance,UC Irvine,4.5,N/,1.6,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVERY, J.",Sociology,UC Irvine,4.7,97,2.2,3.807142857142857,5,5,0,0,0,4,3,0,0,11,12,3,6,0,3,0
"RICHARDSON, D.",Informatics,UC Irvine,2.0,N/,3.5,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAECKELS, J.",Writing,UC Irvine,5.0,N/,1.7,3.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIM, S.",Earth Science,UC Irvine,4.2,90,2.2,3.350625,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
"KIM, S.",Writing,UC Irvine,5.0,100,3.0,3.350625,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"GARCIA, J.",Political Science,UC Irvine,5.0,N/,1.5,3.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GARCIA, J.",Informatics,UC Irvine,2.5,0,5.0,3.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CAMPBELL, D.",Biological Sciences,UC Irvine,4.5,100,2.0,3.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOUSHEE, A.",Writing,UC Irvine,4.9,N/,1.8,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WALSH, S.",Logic & Philosophy,UC Irvine,4.3,75,2.7,2.913846153846154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COONEY, M.",Writing,UC Irvine,3.5,N/,2.3,2.7366666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEIZER, A.",English,UC Irvine,3.5,100,3.5,3.481428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOTYK, C.",Chemistry,UC Irvine,5.0,N/,2.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIU, E.",Writing,UC Irvine,3.9,100,3.4,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIPKIN, S.","Planning, Policy & Design",UC Irvine,3.5,67,3.6,3.315454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHARIF, B.",Public Health,UC Irvine,4.3,100,2.4,3.263333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WILSON, T.",Mathematics,UC Irvine,2.3,N/,4.5,2.5733333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLARKE, M.",Composition,UC Irvine,4.7,92,2.8,3.436190476190476,6,4,4,0,0,4,0,0,0,0,3,9,17,0,0,0
"SWEENEY, E.",Writing,UC Irvine,4.7,91,3.5,3.268571428571428,5,0,4,4,0,0,0,0,0,0,0,3,8,3,0,0
"DAVTYAN, M.",Public Health,UC Irvine,3.3,100,3.5,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLACK, R.",Education,UC Irvine,3.8,100,1.6,3.7588235294117647,3,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0
"DADA, J.",Biological Sciences,UC Irvine,2.8,100,1.6,3.6533333333333338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERVIN, G.",Mathematics,UC Irvine,4.3,N/,2.7,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JESSIE, D.",Mathematics,UC Irvine,3.2,56,3.8,2.4292,6,4,0,8,0,0,0,0,0,0,3,4,4,0,0,0
"TAKAHASHI, Y.",Mathematics,UC Irvine,4.9,N/,3.0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHEN, W.",Mathematics,UC Irvine,2.0,N/,3.5,2.8895000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEASE, K.",Engineering,UC Irvine,3.3,N/,2.3,3.4916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLURTON-JONES, M.",Biological Sciences,UC Irvine,4.4,100,2.9,3.272222222222222,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"LAWRENCE, J.",Education,UC Irvine,4.2,N/,2.4,3.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAEGGI, S.",Education,UC Irvine,3.2,100,3.6,3.692424242424243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHANDRASEKHAR, V.",Education,UC Irvine,4.6,75,2.0,3.871052631578947,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
"WHITE, S.",Physics & Astronomy,UC Irvine,3.5,N/,3.0,2.788333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANSELMO, P.",Writing,UC Irvine,4.8,100,2.3,3.12875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FITZSIMMONS, M.",Writing,UC Irvine,4.5,50,2.1,2.9441666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATHEWS, E.",English,UC Irvine,3.0,0,4.0,3.16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"STROIK, P.",Economics,UC Irvine,3.7,100,4.0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANZALDO, L.",Mathematics,UC Irvine,5.0,N/,1.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KACHKOVSKIY, I.",Mathematics,UC Irvine,3.8,100,3.1,2.548888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHEPPARD, V.",Business,UC Irvine,3.1,34,3.5,3.314,0,0,0,0,6,0,0,0,0,3,0,3,0,6,0,0
"HARRIES, M.",English,UC Irvine,3.2,29,3.3,3.371578947368421,0,0,5,5,0,0,3,3,0,0,0,0,0,0,0,0
"JENKS, A.",Anthropology,UC Irvine,5.0,100,2.1,3.6144117647058818,9,8,9,0,0,0,0,0,0,7,7,10,3,0,0,0
"HENRY, S.",Psychology & Social Behavior,UC Irvine,3.3,N/,3.0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRIEST, M.",Humanities,UC Irvine,5.0,N/,3.0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAFI, M.",Humanities,UC Irvine,4.8,100,3.0,3.54,0,10,0,6,0,0,0,0,0,14,9,3,0,9,10,0
"BETANCOURT, B.",University Studies,UC Irvine,4.6,N/,1.3,3.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BORUCKI, A.",History,UC Irvine,4.3,75,3.4,3.480625,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
"HASEN, R.",Political Science,UC Irvine,4.5,N/,3.0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUNRO, I.",Dramatic Arts,UC Irvine,2.0,0,1.6,3.3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JACKSON, J.",Art,UC Irvine,3.7,73,2.5,3.8929213483146072,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0
"JACKSON, J.",Art,UC Irvine,5.0,100,5.0,3.8929213483146072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JACKSON, J.",Digital Arts,UC Irvine,4.1,88,3.0,3.8929213483146072,0,3,0,4,0,0,0,0,0,0,0,0,4,6,0,0
"JACKSON, J.",Digital Arts,UC Irvine,4.1,88,3.0,3.8929213483146072,0,3,0,4,0,0,0,0,0,0,0,0,4,6,0,0
"JACKSON, V.",English,UC Irvine,4.6,100,2.0,3.508888888888889,0,0,5,0,0,3,0,0,0,0,0,3,0,5,0,0
"HICKERSON, C.",Writing,UC Irvine,2.9,0,3.6,3.1957142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARNEGIE, H.",Writing,UC Irvine,5.0,N/,3.0,3.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHAFFER, J.",Biological Sciences,UC Irvine,4.4,83,3.6,2.7296153846153848,3,4,10,0,0,0,0,0,0,0,8,0,0,6,0,0
"SHAFFER, J.",Biology,UC Irvine,4.5,100,4.0,2.7296153846153848,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"LEIDER, B.",Philosophy,UC Irvine,5.0,N/,2.0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAZORENOVA, O.",Biological Sciences,UC Irvine,3.1,47,3.2,3.164444444444444,0,0,5,8,0,0,0,3,3,0,4,4,0,0,0,0
"MILLER, S.",Chemistry,UC Irvine,4.5,N/,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUI, L.",Business,UC Irvine,4.8,100,2.8,3.43,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"YASSA, M.",Neurobiology & Behavior,UC Irvine,4.7,89,2.5,3.619444444444444,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0
"SCHWAB, G.",Comparative Literature,UC Irvine,1.8,0,1.5,3.546666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALACHKAR, A.",Biological Sciences,UC Irvine,4.3,100,3.5,3.5475000000000003,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"BAUM, E.",History,UC Irvine,4.5,86,2.6,3.4600000000000004,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0
"MARAFFI, E.",Academic Services,UC Irvine,5.0,N/,4.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DETRANO, R.",Public Health,UC Irvine,2.5,N/,4.0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIN, B.",Logic & Philosophy,UC Irvine,2.5,N/,1.5,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MORISI, E.",French,UC Irvine,4.8,100,3.1,2.9025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STEINBERGER, T.",Management,UC Irvine,5.0,100,1.3,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LITWIN, I.",Writing,UC Irvine,5.0,100,3.5,3.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KANG, H.",Psychology & Social Behavior,UC Irvine,3.1,N/,3.0,3.6333333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEDRAM, C.",Psychology & Social Behavior,UC Irvine,3.5,100,4.0,3.1766666666666663,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"LOUIE, L.",Management,UC Irvine,3.0,0,3.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAMI, M.",Public Health,UC Irvine,4.4,85,2.3,3.8215151515151513,4,5,5,9,0,0,0,0,0,5,3,5,3,0,0,0
"SWAIN, J.",East Asian Lang. & Literature,UC Irvine,4.0,N/,2.5,3.348333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALLGOOD, J.",Public Health,UC Irvine,3.2,50,2.8,3.56,3,0,3,0,3,5,6,0,0,0,0,0,0,0,0,0
"SUN, L.",Management,UC Irvine,5.0,N/,1.0,2.7185999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUN, L.",Civil Engineering,UC Irvine,4.0,77,2.6,2.7185999999999995,6,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0
"SUN, L.",Civil Engineering,UC Irvine,4.0,77,2.6,2.7185999999999995,6,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0
"PATE, K.",Biochemistry,UC Irvine,4.6,N/,3.6,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KISLYUK, D.",Psychology & Social Behavior,UC Irvine,1.5,N/,4.0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAW, B.",Accounting,UC Irvine,3.5,34,4.5,2.72,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAGNON, C.",Accounting,UC Irvine,3.5,N/,2.5,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OCHOA, R.",Biological Sciences,UC Irvine,3.0,N/,3.3,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MACKAY, K.",English,UC Irvine,1.0,0,3.0,3.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JARVIS, J.",Economics,UC Irvine,3.5,50,3.5,2.825,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"SCOTT, D.","Criminology, Law & Society",UC Irvine,3.5,N/,2.5,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PETERS, A.",Writing,UC Irvine,5.0,N/,1.5,3.536363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIIG, J.",Biological Sciences,UC Irvine,4.5,N/,3.0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIOVANGIGLI, L.",Mathematics,UC Irvine,3.8,100,3.2,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCCLELLAND, K.",Writing,UC Irvine,4.0,N/,3.0,2.686666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GILMORE, J.",Writing,UC Irvine,4.5,100,2.5,3.4233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MILTON, J.",English,UC Irvine,3.5,N/,4.0,3.1733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOUGHERTY, K.",Writing,UC Irvine,2.6,0,4.3,3.1225000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BATRES, S.",Spanish,UC Irvine,4.0,75,2.8,3.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"FOUST, A.",Writing,UC Irvine,4.9,100,3.2,3.544,0,5,0,0,0,0,0,0,0,4,0,5,6,0,0,0
"KARAMI, A.",Mathematics,UC Irvine,4.4,56,2.7,2.248333333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STOUT, D.",Education,UC Irvine,5.0,N/,1.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISIK, M.",Mathematics,UC Irvine,4.8,100,2.7,2.974285714285714,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"BRODERICK, R.",Mathematics,UC Irvine,3.6,100,3.2,2.424,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0
"KANG, C.",Writing,UC Irvine,4.5,78,3.7,3.268333333333333,5,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"KALASHNIKOV, D.",Computer Science,UC Irvine,1.0,N/,5.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALLARD, J.",Mathematics,UC Irvine,3.5,100,4.3,2.7577777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONTAGUE, E.",Writing,UC Irvine,1.6,N/,4.4,2.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOBLEY, D.",Chemistry,UC Irvine,3.3,N/,3.0,3.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMY, M.",Physics  Astronomy,UC Irvine,2.0,N/,4.2,2.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRATTON, E.",Biomedical,UC Irvine,3.0,50,2.0,3.847142857142857,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KATO, J.",Writing,UC Irvine,4.7,N/,2.3,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GORDON, C.",Writing,UC Irvine,3.4,100,3.5,2.9645454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIU, K.",Mathematics,UC Irvine,1.3,0,3.7,2.42125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GANDHI, S.",Neurobiology  Behavior,UC Irvine,3.9,100,3.3,3.176666666666667,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
"WIYGUL, D.",Mathematics,UC Irvine,4.8,100,2.6,2.5125,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0
"WARD, E.",Statistics,UC Irvine,2.0,0,3.7,3.043333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MODUGNO, J.",Writing,UC Irvine,3.8,N/,2.5,3.4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHENG, J.",Psychology  Social Behavior,UC Irvine,3.5,N/,2.7,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BANERJEE, A.",Mathematics,UC Irvine,3.5,34,3.3,2.132222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MILBURY, B.",Nursing,UC Irvine,1.1,0,4.6,3.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIGHT, D.",History,UC Irvine,4.6,100,1.5,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HATCH, L.",Writing,UC Irvine,4.7,N/,2.2,3.2883333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRITCHARD, M.",Earth Science,UC Irvine,3.2,72,3.3,2.8141666666666665,4,0,0,4,0,0,0,3,0,0,0,6,0,4,4,0
"PRITCHARD, M.",Environmental Science,UC Irvine,2.4,0,4.5,2.8141666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOTTFREDSON, M.",Criminology Law  Society,UC Irvine,2.3,40,3.6,2.7258333333333327,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEEDERMAN, T.",Writing,UC Irvine,4.1,80,2.4,3.161,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0
"SUBRAMANIAN, S.",Mathematics,UC Irvine,5.0,100,3.3,2.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YONEMOTO, B.",Art,UC Irvine,3.5,N/,1.0,3.6581818181818178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWANSON, E.",Economics,UC Irvine,3.4,47,3.9,2.847777777777778,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0
"CLARK, H.",Writing,UC Irvine,4.8,100,2.7,3.3344444444444448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUNAWAT, R.",Management,UC Irvine,5.0,N/,2.0,3.3600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRUEBLOOD, J.",Psychology,UC Irvine,2.0,N/,4.0,2.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CANNON, A.",Writing,UC Irvine,4.5,100,3.0,3.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHEN, J.",Psychology  Social Behavior,UC Irvine,4.3,N/,2.8,3.400909090909092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHEN, J.",Economics,UC Irvine,3.2,77,2.3,3.400909090909092,6,5,0,0,0,0,5,4,0,0,4,0,0,0,0,0
"CHEN, J.",Chinese,UC Irvine,5.0,100,2.5,3.400909090909092,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"CHEN, J.",Chinese,UC Irvine,5.0,100,2.5,3.400909090909092,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"SPITALE, R.",Pharmaceutical Sciences,UC Irvine,3.0,20,4.2,3.2527777777777778,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"MILNE, A.",History,UC Irvine,4.0,N/,4.0,3.3600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YATES, D.",Criminology Law  Society,UC Irvine,4.0,77,2.3,3.217692307692308,6,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0
"SORTE, C.",Biological Sciences,UC Irvine,3.4,100,3.9,3.3549999999999995,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"BENAVENTE, C.",Pharmaceutical Sciences,UC Irvine,4.2,100,2.7,3.545,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0
"PEDERSEN, I.",Biological Sciences,UC Irvine,2.2,0,3.4,3.02375,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
"TERREFE, S.",Writing,UC Irvine,4.0,N/,3.0,3.376666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DICKMEYER, L.",Humanities,UC Irvine,4.8,100,2.7,3.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOYLE, S.",Dance,UC Irvine,4.3,N/,5.0,3.599230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL-AMIN, M.",Chemistry,UC Irvine,3.8,N/,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THAMMAVONGSY, Z.",Chemistry,UC Irvine,4.6,100,2.9,2.931666666666666,3,3,0,0,0,0,0,0,0,3,0,6,0,0,0,3
"RAFELSKI, S.",Biological Sciences,UC Irvine,5.0,N/,4.0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KARLSSON, S.",Writing,UC Irvine,4.8,84,3.4,3.2884375,0,3,0,0,0,3,0,0,0,0,0,9,19,4,0,3
"READ, E.",Chemical Engineering,UC Irvine,4.0,0,3.0,3.2841666666666662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALVAREZ, M.",Biology,UC Irvine,2.0,50,3.3,3.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALVAREZ, M.",Biological Sciences,UC Irvine,5.0,100,3.0,3.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUGGISBERG, M.",Economics,UC Irvine,4.0,N/,4.0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RODGERS, K.",Computer Science,UC Irvine,5.0,100,5.0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOUSTON, S.",Music,UC Irvine,4.3,100,3.0,3.461794871794872,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNUFF, D.",Management,UC Irvine,2.4,50,2.8,2.9033333333333338,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRENSHAW, N.",Computer Science,UC Irvine,4.1,100,2.5,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARSON, D.",Physics  Astronomy,UC Irvine,4.5,100,2.7,3.088181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PERTA, L.",Art,UC Irvine,3.6,70,2.8,3.66,0,0,8,7,0,0,0,0,0,0,0,0,0,3,3,0
"BLUM, J.",Classics,UC Irvine,4.4,100,2.8,3.082222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"DUPREE, A.",Writing,UC Irvine,2.4,46,4.3,2.9694736842105263,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"RINEHART, J.",Social Ecology Administration,UC Irvine,3.4,100,2.0,3.210175438596492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RINEHART, J.",Psychology  Social Behavior,UC Irvine,4.3,85,3.1,3.210175438596492,5,0,5,0,0,0,0,5,5,0,0,0,0,4,5,0
"RINEHART, J.",Psychology & Social Behavior,UC Irvine,4.9,100,2.1,3.210175438596492,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0
"MITCHELL, N.",Music,UC Irvine,5.0,100,1.3,3.856666666666667,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0
"MARCULESCU, A.",French,UC Irvine,2.7,100,3.3,3.6150000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MELEY, E.",Writing,UC Irvine,4.6,N/,2.5,3.0499999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NYENHUIS, J.",Writing,UC Irvine,4.5,100,2.3,3.1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANIELS, J.",Public Health,UC Irvine,3.4,100,2.9,3.1500000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALGON, G.",Mathematics,UC Irvine,3.6,100,3.6,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHAZI-TEHRANI, A.",Criminology,UC Irvine,5.0,100,1.8,3.2000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROSZAK, S.",Writing,UC Irvine,4.7,100,2.5,3.3300000000000005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"SIMONYAN, A.",Mathematics,UC Irvine,2.5,28,3.3,2.306,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0
"BOLING, J.",Mathematics,UC Irvine,2.7,N/,4.0,2.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAWKINS, W.",Writing,UC Irvine,4.8,100,3.0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RAO, A.",Writing,UC Irvine,5.0,100,2.8,3.451428571428571,4,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"EATON, H.",Writing,UC Irvine,4.0,100,4.0,3.3240000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOSEPH, N.",Writing,UC Irvine,3.9,50,3.0,3.304,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"ROTH, K.",Economics,UC Irvine,4.0,100,3.2,3.0528571428571425,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MONTIJO, M.",Education,UC Irvine,4.7,100,2.7,3.208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"LAO, J.",Education,UC Irvine,4.3,0,2.3,3.286923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHOURAI, F.",Engineering,UC Irvine,4.5,N/,1.5,3.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRANG, N.",Mathematics,UC Irvine,1.6,34,4.3,2.6544444444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAILEY, E.",Psychology,UC Irvine,4.5,100,2.3,3.2004999999999995,6,0,5,0,0,0,0,0,0,0,8,0,0,7,0,0
"JOHNSON, A.",Writing,UC Irvine,4.8,100,2.3,3.3348936170212773,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"JOHNSON, A.",Comparative Literature,UC Irvine,4.0,67,3.0,3.3348936170212773,0,0,12,3,4,0,0,0,0,0,0,0,4,0,0,4
