course_name,avg_gpa
BIO SCI E166L,3.6018181818181816
BIO SCI 192,3.9972222222222222
BIO SCI 197,3.9948837209302326
BIO SCI 198,3.9962857142857144
BME 60A,3.3190909090909098
BME 120,3.01
BME 130,2.801
BME 135,3.358571428571428
BME 149,3.6475
BME 160,3.45625
BME 197,3.9875
BME 199,3.9817647058823527
CBEMS 45A,2.3820000000000006
CBEMS 110,2.68
CBEMS 125A,3.036
CBEMS 135,3.178
CBEMS 140A,3.18375
CHEM H2A,3.575
CHEM H2LA,3.683913043478261
CHEM M2LA,3.5423076923076926
CHEM 107,2.8600000000000003
CHEM 131A,2.316666666666667
CHEM 160,3.2933333333333334
CHEM 170,3.1
CHEM H180A,4.0
CHEM 192,3.9988888888888887
CHC/LAT 62,3.4466666666666668
CHC/LAT 63,3.213846153846154
CHC/LAT 101,3.26125
CHC/LAT 110,3.5533333333333332
CHC/LAT 129,3.3589999999999995
CHC/LAT 139,3.381428571428571
CHC/LAT 154,3.6300000000000003
CHC/LAT 155,3.03
CHC/LAT 170,3.1683333333333334
CHINESE 1A,3.5152941176470587
CHINESE 1DA,3.7
CHINESE 1MA,3.43
CHINESE 2A,3.383636363636363
CHINESE 2MA,3.3966666666666665
CHINESE 3A,3.7842857142857143
CHINESE 100A,3.4875
CHINESE 115,3.3958333333333335
ENGRCEE 60,3.052222222222222
ENGRCEE 121,2.965
ENGRCEE 150L,2.6890566037735857
ENGRCEE 153,3.475
ENGRCEE 155,2.7350000000000003
ENGRCEE 169,2.9699999999999998
ENGRCEE 170,2.5387500000000003
ENGRCEE 172,2.71
ENGRCEE 176,3.17875
CLASSIC 37B,3.228
CLASSIC 160,3.5010000000000003
PSYCH 10A,2.97875
PSYCH 56L,3.63125
PSYCH 78A,2.883846153846154
PSYCH H111A,3.763529411764706
PSYCH 112A,3.464444444444444
PSYCH 112LA,3.4929629629629626
PSYCH 120A,3.5007692307692304
PSYCH 130A,3.1491666666666664
PSYCH 131B,3.498571428571428
PSYCH 139,3.112222222222222
PSYCH 141J,3.995
PSYCH 145P,3.455
PSYCH 148A,3.9766666666666666
PSYCH 161H,2.8699999999999997
PSYCH 178N,3.011111111111111
COM LIT 10,3.2321739130434786
COM LIT 60A,3.532142857142857
COM LIT 107,3.4724999999999997
COM LIT 131,3.6399999999999997
COM LIT 143,3.54
COM LIT 150,3.29375
COMPSCI 113,3.81375
COMPSCI 115,2.825
COMPSCI 122A,3.048888888888889
COMPSCI 132,3.1520833333333336
COMPSCI 171,3.5263999999999998
COMPSCI 199,3.95695652173913
CSE 41,3.3287500000000003
CSE 42,2.598666666666667
CSE 45C,3.2060000000000004
CSE 112,2.8544444444444443
CSE 132,2.41
CSE 135A,2.2725
CSE 141,2.763333333333333
CSE 161,2.7837500000000004
CSE 181A,3.855
CRM/LAW C10,3.265757575757576
CRM/LAW C100,3.3702439024390247
CRM/LAW C102,3.1216666666666666
CRM/LAW C103,3.4299999999999997
CRM/LAW C109,2.979
CRM/LAW C112,3.3259999999999996
CRM/LAW C114,2.9728571428571433
CRM/LAW C127,3.3900000000000006
CRM/LAW C131,3.5800000000000005
CRM/LAW C134,3.5766666666666667
CRM/LAW C148,3.32
CRM/LAW C165,2.9699999999999998
CRM/LAW C172,3.265
DANCE 2,3.83625
DANCE 3,3.5234782608695654
DANCE 21A,3.679333333333334
DANCE 52A,3.9337500000000003
DANCE 83,2.88
DANCE 90A,3.5725
DANCE 100,3.6077777777777778
DANCE 103,3.7969999999999997
DANCE 104,3.94875
DANCE 110,3.8266666666666667
DANCE 130A,3.77
DANCE 132A,3.474285714285714
DANCE 133A,3.364375
DANCE 134A,3.4875
DANCE 135A,3.7725
DANCE 142A,3.92625
DANCE 143A,3.69
DANCE 144A,3.7975000000000003
DANCE 152A,3.6236363636363635
DANCE 153A,3.7528571428571427
DANCE 162A,3.9539999999999997
DANCE 176,4.0
DANCE 180C,3.8800000000000003
DANCE 193,3.956491228070176
DANCE 197,3.992857142857143
UNI STU 3,3.7933858267716536
UNI STU 13A,3.2
UNI STU 192,3.94125
DRAMA 10,3.625833333333334
DRAMA 20A,3.71
DRAMA 30A,3.4240000000000004
DRAMA 34,3.408571428571428
DRAMA 35,3.5090909090909084
DRAMA 40A,3.504634146341463
DRAMA 50A,3.688666666666667
DRAMA 50B,3.6645454545454546
DRAMA 50C,3.606190476190476
DRAMA 50D,3.6196428571428574
DRAMA 65,3.8269999999999995
DRAMA 101A,3.8754545454545455
DRAMA 101B,3.919166666666667
DRAMA 101C,3.9209523809523805
DRAMA 101D,3.964
DRAMA 101S,3.9716666666666662
DRAMA 109,3.9939999999999998
DRAMA 123,3.4716666666666662
DRAMA 129W,3.463529411764706
DRAMA 142,3.4895833333333335
DRAMA 143C,3.768333333333333
DRAMA 144,3.953333333333333
DRAMA 145,3.9432432432432427
DRAMA 148C,3.39
DRAMA 149,3.7071428571428577
DRAMA 177,3.936666666666667
DRAMA 182A,3.7670000000000003
DRAMA 183A,3.766666666666667
DRAMA 184,3.4825
EARTHSS 17,2.9491666666666667
EARTHSS 19,3.0300000000000002
EARTHSS 23,3.0963636363636358
EARTHSS 51,2.93375
EARTHSS 60A,3.5375
EARTHSS 110,3.57
EARTHSS 112,3.588
EARTHSS 114,3.3146153846153843
EARTHSS 116,3.0713333333333335
EARTHSS 118,3.3733333333333335
EARTHSS 140,3.2342857142857144
EARTHSS 148,3.3883333333333336
EARTHSS 170,3.455
EARTHSS 190A,3.6933333333333334
E ASIAN 55,3.2588235294117647
E ASIAN 110,3.1160000000000005
E ASIAN 150,3.217142857142857
E ASIAN 190,3.2757142857142854
ECON 1,2.5469999999999997
ECON 105A,3.291818181818182
ECON 107,3.3239999999999994
ECON 123A,3.21375
ECON 125,2.811111111111112
ECON 141B,2.972857142857143
ECON 142A,2.748
ECON 149,3.0843478260869563
EDUC 55,3.84375
EDUC 104D,3.8546428571428577
EDUC 106,3.3887499999999995
EDUC 107,3.140434782608696
EDUC 108,3.3635294117647057
EDUC 122A,3.53875
EDUC 125,3.5755555555555554
EDUC 131,3.5878125
EDUC 134,3.5072222222222225
EDUC 137,3.7861111111111114
EDUC 138,3.6473684210526316
EDUC 141A,3.9633333333333334
EDUC 141G,3.99
EDUC 143BW,3.623333333333333
EDUC 150,3.356315789473684
EDUC 151,3.3726666666666665
EDUC 160,3.2584000000000004
EDUC 173,3.4369565217391305
EDUC 175,3.6222222222222222
EDUC 198,3.967704918032787
EECS 12,3.017894736842105
EECS 22,2.964285714285714
EECS 112,2.695333333333333
EECS 114,3.232857142857143
EECS 116,2.995454545454545
EECS 119,3.291111111111111
EECS 145,3.165625
EECS 148,3.178181818181819
EECS 152A,2.64
EECS 159A,3.5533333333333332
EECS 170A,2.7874999999999996
EECS 170LA,3.3032203389830506
EECS 170D,3.385
EECS 179,3.4099999999999997
EECS 188,3.05875
ENGR 1A,2.885
ENGR 7A,3.83875
ENGR 150,2.78
ENGLISH 12,3.4575
ENGLISH 28A,3.254444444444444
ENGLISH 28C,3.1100000000000003
ENGLISH 28D,3.338
ENGLISH 100,3.292272727272727
ENGLISH 101W,3.429193548387097
ENGLISH 102B,3.2539999999999996
ENGLISH 102D,3.3975000000000004
ENGLISH 106,3.472153846153846
EURO ST 10,3.565555555555555
FLM&MDA 101C,3.215
FLM&MDA 110,3.2857777777777772
FLM&MDA 115,3.2275
FLM&MDA 160,3.3862499999999995
FLM&MDA 161,3.49
FLM&MDA 185,3.3942857142857146
FLM&MDA 190,3.28875
FLM&MDA 191,3.57
FRENCH 1A,3.5393023255813953
FRENCH 2A,3.311851851851852
FRENCH 50,3.385454545454545
FRENCH 100A,3.5075
FRENCH 101A,3.373333333333333
FRENCH 150,3.2560000000000002
FRENCH 160,3.3649999999999998
GEN&SEX 20,3.533333333333333
GEN&SEX 50A,3.449375
GEN&SEX 60A,3.5100000000000002
GEN&SEX 139,3.2199999999999998
GERMAN 1A,3.474
GERMAN 2A,3.4259999999999997
GREEK 1A,3.45625
HISTORY 10,3.37125
HISTORY 12,3.3175
HISTORY 15E,3.14
HISTORY 16A,3.435714285714286
HISTORY 37B,3.1
HISTORY 50,3.334285714285714
HISTORY 70A,3.2360869565217394
HISTORY 70E,3.49625
HISTORY 100W,3.4967605633802816
HISTORY 112D,3.453333333333333
HISTORY 130B,3.18
HISTORY 142B,3.2525
HISTORY 144G,3.255
HISTORY 166A,3.79
HISTORY 169,3.1795
HISTORY 170D,2.93
HISTORY 172E,3.17
HISTORY 183,3.769166666666667
HISTORY 190,3.5051282051282047
HUMAN 1A,3.295507246376812
HUMAN 1AS,3.1879828326180255
HUMAN 1AES,2.6864
HUMAN H1AS,3.5456302521008403
HUMAN 10,3.052941176470588
HUMAN H120,3.8947826086956527
HUMAN H140,3.9699999999999998
IN4MATX 115,3.600769230769231
IN4MATX 121,3.4384615384615382
IN4MATX 125,3.73375
IN4MATX 133,3.5211111111111113
IN4MATX 161,3.649285714285714
IN4MATX 171,3.7222222222222223
IN4MATX 191B,3.7664999999999997
I&C SCI 3,3.4100000000000006
I&C SCI 32,2.8545238095238092
I&C SCI 45J,3.1772222222222224
I&C SCI 60,3.492352941176471
I&C SCI 193,3.9908333333333332
INTL ST 105A,3.24
INTL ST 111C,3.22
INTL ST 112A,3.322666666666667
INTL ST 151B,3.4133333333333336
INTL ST 154W,2.7337499999999997
INTL ST 179,3.2831578947368425
INTL ST 183A,3.448611111111111
INTL ST 189,3.396
ITALIAN 1A,3.448571428571429
ITALIAN 2A,3.4828571428571427
ITALIAN 150,3.4484615384615376
JAPANSE 1A,3.0805454545454545
JAPANSE 2A,3.1186363636363637
JAPANSE 3A,3.2333333333333334
JAPANSE 100A,3.6439999999999997
KOREAN 1A,3.533529411764706
KOREAN 1KA,3.6666666666666665
KOREAN 2A,3.289285714285714
KOREAN 2KA,3.1966666666666668
KOREAN 3A,3.5085714285714285
LATIN 1A,3.2511111111111113
LATIN 100,3.4133333333333336
LINGUIS 2,3.325833333333333
LINGUIS 10,2.891666666666667
LINGUIS 51,3.556
LIT JRN 20,3.5021428571428563
LIT JRN 21,3.221935483870968
LIT JRN 101BW,3.600579710144927
LIT JRN 103,3.434166666666666
LPS 40,3.5125
MGMT 110,3.7103124999999997
MGMT 141,3.4849999999999994
MGMT 151,3.765
MGMT 160,3.05
MGMT 190,3.6499275362318846
MGMT 191W,3.6082758620689663
MATH 112A,2.8362499999999997
MATH 113A,3.1574999999999998
MATH 118,3.1475
MATH 120A,2.676551724137931
MATH 140A,2.6839999999999997
MATH 147,2.6222727272727275
MATH 150,2.6674999999999995
ENGRMAE 107,3.312307692307693
ENGRMAE 108,2.9074999999999998
ENGRMAE 110,3.3024999999999998
ENGRMAE 117,3.3799999999999994
ENGRMAE 136,2.788571428571429
ENGRMAE 188,3.6904545454545454
ENGRMAE 189,3.8856613756613756
ENGRMAE 195,3.7720000000000002
MUSIC 10,3.474347826086957
MUSIC 15A,2.8535714285714286
MUSIC 16A,3.165
MUSIC 16D,3.035
MUSIC 25,3.492
MUSIC 40B,2.43375
MUSIC 82A,3.786
MUSIC 156A,3.83
MUSIC 160,3.9633333333333334
MUSIC 161,4.0
MUSIC 171,3.893333333333333
MUSIC 176,3.950384615384615
MUSIC 178,3.9985714285714287
NUR SCI 110W,3.91
NUR SCI 112LA,3.6799999999999997
NUR SCI 114A,3.555
NUR SCI 118A,3.52375
NUR SCI 130,3.565
NUR SCI 132,3.58875
PERSIAN 1A,3.9216666666666664
PERSIAN 2A,3.932
PERSIAN 50,3.9210000000000003
PHRMSCI 171,3.2877777777777784
PHRMSCI 174,3.305
PHILOS 2,3.1537142857142864
PHILOS 103,3.2212500000000004
PHILOS 105A,2.8442857142857148
PHILOS 106,3.1733333333333333
PHILOS 116,3.35
PHILOS 122,2.9933333333333336
PHILOS 132,2.9333333333333336
PHILOS 140,3.6818181818181817
PHY SCI 5,3.601724137931035
PHY SCI 139W,3.431923076923077
PHYSICS 14,3.2455555555555557
PHYSICS 17,3.1399999999999997
PHYSICS 52A,3.22888111888112
PHYSICS 60,2.913333333333333
PHYSICS 99,3.6925
PHYSICS 111A,2.976
PHYSICS 113B,3.4375
PHYSICS 115A,2.97625
PHYSICS 116,3.151111111111111
PHYSICS 194,3.5413333333333337
