name,department,school,take_again,difficulty,avg_gpa,Clear grading criteria,Respected,Get ready to read,Skip class? You won't pass.,Tough grader,Accessible outside class,Graded by few things,Lecture heavy,Test heavy,Inspirational,Amazing lectures,Caring,Gives good feedback,Participation matters,Hilarious,Lots of homework,rating,score,total_tags
"KRUMPER, J.",Chemistry,UC Irvine,100,3.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.3641973,0
"RODGERS, K.",Computer Science,UC Irvine,100,5.0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.3446827,0
"YOUSSEFPOUR, H.",Mathematics,UC Irvine,92,3.9,2.6090625000000003,5,6,0,0,4,3,0,5,0,0,0,3,0,0,3,0,5.3,5.3011556,29
"YOUSEFI, M.",Political Science,UC Irvine,100,2.0,3.6033333333333335,3,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,5.0,5.1825957,14
"DUONG, S.",Mathematics,UC Irvine,,1.3,2.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.1545625,0
"MANIAR, R.",Foreign Languages,UC Irvine,100,2.8,3.661935483870968,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4.6,5.1359615,11
"SMITH, J.",Languages,UC Irvine,100,2.3,3.605128205128205,4,0,6,0,0,0,0,0,0,3,3,0,4,0,0,0,4.1,5.128323,20
"BROADBENT, P.",Humanities,UC Irvine,100,2.9,3.4818181818181824,4,4,0,0,0,4,0,0,0,6,0,0,13,8,10,0,5.1,5.1278944,49
"TRESEDER, K.",Ecology & Evolutionary Biology,UC Irvine,100,1.5,3.595,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4.8,5.1170173,9
"ROSENDAHL, C.",Writing,UC Irvine,100,3.0,3.647777777777778,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5.0,5.089735,7
"WOOD, A.",Writing,UC Irvine,100,4.0,3.1933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.086808,0
"SENATRO, L.",English,UC Irvine,100,3.0,3.538,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5.0,5.08516,9
"TENER, A.",Academic Services,UC Irvine,100,1.3,2.52,0,5,0,0,0,0,0,0,0,3,0,5,4,0,0,0,5.0,5.0834274,17
"COX, A.",Comparative Literature,UC Irvine,100,2.0,3.667142857142857,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5.0,5.0717726,6
"BALDWIN, M.",Computer Science,UC Irvine,100,3.4,3.511538461538461,0,4,0,0,0,9,5,0,0,0,3,8,5,0,6,0,5.0,5.0694675,40
"ROSS-HO, A.",Art,UC Irvine,100,3.0,3.940625,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.0,5.0615005,3
"MARTINO, N.",Writing,UC Irvine,100,3.0,3.8483333333333327,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,5.0,5.060485,11
"LERCH, J.",Sociology,UC Irvine,96,2.3,3.5071428571428567,3,7,8,0,0,3,3,0,0,4,5,7,4,4,8,0,5.0,5.0594063,56
"GOLDENBERG, B.",Education,UC Irvine,100,2.0,3.6028571428571428,0,0,5,0,0,5,0,0,0,6,0,12,3,0,0,0,5.0,5.050066,31
"SOSA, C.",Humanities,UC Irvine,100,1.4,2.498333333333333,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5.0,5.0492234,10
"SIAKEL, D.",Humanities,UC Irvine,97,4.0,3.0966666666666662,0,5,5,0,3,10,0,0,0,0,0,10,15,4,0,0,5.0,5.0425954,52
"NIEMAN, J.",English,UC Irvine,100,3.0,3.297857142857143,7,4,0,0,0,10,0,0,0,3,0,15,16,0,0,0,5.0,5.0412645,55
"MOAYEDI, N.",Education,UC Irvine,100,3.3,3.985,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5.0,5.0396605,8
"JACKSON, J.",Art,UC Irvine,100,5.0,3.8929213483146072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0393066,0
"TREND, D.",Fine Arts,UC Irvine,100,1.5,3.895,10,11,0,0,0,4,7,0,0,0,4,13,0,0,0,0,5.0,5.0385623,49
"WOOD, M.",Biology,UC Irvine,98,3.6,3.585384615384615,0,12,6,0,0,3,0,3,0,6,5,7,0,3,0,0,5.0,5.0341244,45
"NGUYEN, H.",Biological Sciences,UC Irvine,100,3.8,3.643333333333333,0,5,0,0,0,9,0,0,0,8,9,8,0,0,0,0,5.0,5.027414,39
"FROUZESH, S.",Humanities,UC Irvine,100,3.0,3.258235294117647,0,5,0,0,0,6,0,0,0,0,0,8,9,3,5,0,5.0,5.0270405,36
"KLEMFUSS, J.",Psychology & Social Behavior,UC Irvine,100,2.0,3.471666666666667,7,0,0,0,0,0,4,0,0,0,5,5,0,4,0,0,5.0,5.02693,25
"HARRELL, M.",Writing,UC Irvine,100,3.0,3.281428571428572,3,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,5.0,5.025463,14
"ULIBARRI, N.",Urban Planning,UC Irvine,100,2.0,3.6,9,0,0,0,0,0,5,0,0,0,0,5,0,7,0,0,5.0,5.025276,26
"GE, L.",Mathematics,UC Irvine,89,3.1,3.380714285714286,10,4,0,0,0,4,3,0,7,0,0,6,4,0,0,0,5.0,5.0240617,38
"RODRIGUEZ, F.",Education,UC Irvine,94,2.4,3.677777777777778,0,3,0,0,0,0,0,0,0,4,0,8,0,5,6,0,5.0,5.0214767,26
"SEED, P.",History,UC Irvine,100,1.5,3.9304166666666656,0,3,0,0,0,0,0,0,0,0,3,4,0,3,0,0,4.0,5.0169783,13
"MITCHELL, N.",Music,UC Irvine,100,1.3,3.856666666666667,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5.0,5.016032,9
"ZHANG, L.",Social Science,UC Irvine,100,1.8,3.866666666666666,0,3,0,0,0,3,0,0,0,0,0,4,5,3,0,0,5.0,5.0141234,18
"GUINDANI, M.",Statistics,UC Irvine,100,4.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.013784,0
"WATKINS, C.",Writing,UC Irvine,100,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0121393,0
"GIANNOPOULOU, Z.",Classics,UC Irvine,96,3.0,3.357,0,4,0,0,0,3,0,0,0,12,0,6,0,0,0,0,5.0,5.012002,25
"SEEDS, C.","Criminology, Law & Society",UC Irvine,100,2.7,3.601428571428571,0,4,4,0,0,3,0,0,0,4,0,0,4,0,0,0,5.0,5.0112386,19
"ZHENG, K.",Informatics,UC Irvine,100,1.0,3.935333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.01025,0
"MUTHER, F.",Music,UC Irvine,100,1.0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.01025,0
"DOUGLAS, T.",Anthropology,UC Irvine,97,1.5,3.5414035087719298,6,6,14,0,0,0,3,0,0,0,0,8,0,0,0,0,5.0,5.010147,37
"SHEN, W.",Statistics,UC Irvine,100,2.8,3.220714285714286,0,8,0,0,0,7,0,0,0,5,3,5,6,0,0,0,5.0,5.010047,34
"WOOD, J.",Writing,UC Irvine,100,2.0,3.4447999999999994,4,7,0,0,0,5,0,0,0,3,0,7,11,0,0,0,5.0,5.0094633,37
"KROLL, J.",Linguistics,UC Irvine,100,3.0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0060396,0
"HUTTEGGER, S.",Logic  Philosophy,UC Irvine,100,1.5,3.658333333333333,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5.0,5.004256,6
"GUERRA, A.",Physics,UC Irvine,87,3.9,2.80975,3,7,0,0,0,4,0,0,9,0,3,5,3,0,4,0,5.0,5.003865,38
"JHA, N.",Biological Sciences,UC Irvine,100,2.9,3.545967741935484,4,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5.0,5.0037255,14
"SMITH, S.",Criminal Justice,UC Irvine,,1.0,2.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.003421,0
"GARRISON, J.",Urban Planning,UC Irvine,100,2.3,3.7413333333333343,4,6,0,0,0,3,0,0,0,0,0,7,5,0,0,0,5.0,5.002965,25
"SCHULTE, J.",Writing,UC Irvine,100,3.1,3.526842105263158,0,3,0,0,0,7,7,0,0,3,0,15,11,4,0,0,5.0,5.001453,50
"LEWIN, K.",English,UC Irvine,100,3.3,3.042777777777778,6,4,0,0,0,4,0,0,0,3,4,6,14,3,5,4,5.0,5.001175,53
"AHMADKHANI, M.",Writing,UC Irvine,100,2.0,3.775555555555555,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,5.0,5.000897,13
"TAN, I.",English,UC Irvine,100,2.0,3.7815789473684216,0,5,0,0,0,0,0,0,0,0,0,7,7,0,0,0,5.0,5.000241,19
"MARAFFI, E.",Academic Services,UC Irvine,,4.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.998902,0
"WON, Y.",Mechanical Engineering,UC Irvine,100,3.0,3.005714285714286,5,0,0,0,0,4,5,0,0,0,3,6,0,0,0,0,5.0,4.997635,23
"HILL, D.",Theater,UC Irvine,100,2.1,3.955864661654135,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5.0,4.9971333,6
"FAWAZ, M.",Business,UC Irvine,100,4.0,3.755,0,4,0,0,0,0,0,0,0,12,8,6,0,4,5,0,5.0,4.996804,39
"PENNER, A.",Sociology,UC Irvine,100,2.5,3.7761538461538464,4,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,5.0,4.9945445,13
"NIZKORODOV, S.",Chemistry,UC Irvine,97,3.0,3.3144444444444443,9,9,0,0,0,0,0,0,0,0,3,12,0,5,6,0,5.0,4.9944873,44
"HAGEDORN, J.",Psychology,UC Irvine,93,2.3,3.2281111111111107,7,0,0,0,0,0,12,5,11,0,10,4,0,0,0,0,5.0,4.9929914,49
"AGUILAR-ROCA, N.",Biological Sciences,UC Irvine,87,2.9,3.426992481203007,0,6,4,0,0,0,0,0,0,11,0,16,0,3,0,0,5.0,4.992309,40
"BOBIER, C.",Philosophy,UC Irvine,100,3.0,3.2325,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5.0,4.990709,13
"HAMDY, S.",Anthropology,UC Irvine,100,2.3,3.5680000000000005,0,3,4,0,0,0,0,0,0,4,3,3,0,0,0,0,5.0,4.9895043,17
"STROBEL, C.",Sociology,UC Irvine,100,1.0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.989475,0
"MCEWAN, S.",Psychology,UC Irvine,100,3.0,3.4912499999999995,0,12,0,0,0,3,0,0,0,4,0,3,0,0,0,0,5.0,4.9885435,22
"JENNESS, V.",Criminal Justice,UC Irvine,80,3.5,3.2835294117647056,0,5,16,0,3,6,0,7,0,5,3,5,0,0,0,0,5.0,4.988243,50
"JENKS, A.",Anthropology,UC Irvine,100,2.1,3.6144117647058818,9,8,9,0,0,0,0,0,0,7,7,10,3,0,0,0,5.0,4.9864736,53
"RHINEHART, A.",Physical Education,UC Irvine,,5.0,3.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9853745,0
"JOHNSTON, J.",Education,UC Irvine,88,2.5,3.512826086956521,0,3,3,0,0,0,0,0,0,0,3,3,0,4,4,0,5.0,4.9847155,20
"CLONTZ, A.",Writing,UC Irvine,100,3.5,2.9964705882352938,0,0,0,0,0,6,0,0,0,0,0,3,8,0,4,4,5.0,4.9843936,25
"LIN, J.",English,UC Irvine,100,2.1,3.473636363636364,0,3,0,0,0,3,0,0,0,0,0,4,5,0,0,0,5.0,4.9830046,15
"SOSNA, J.",Biological Sciences,UC Irvine,100,2.3,2.74,0,6,0,0,0,6,0,0,0,8,3,6,7,3,0,0,4.7,4.982219,39
"BUSWELL, N.",Mechanical Engineering,UC Irvine,90,2.9,3.7135555555555553,8,0,0,0,0,7,0,0,0,3,3,11,5,5,0,0,5.0,4.981332,42
"SHIPLEY, A.",Writing,UC Irvine,100,1.9,3.543333333333333,4,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,5.0,4.9811707,19
"LENZ, K.",English,UC Irvine,100,1.7,3.52,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5.0,4.9801736,11
"EASON, K.",Writing,UC Irvine,100,3.0,3.132941176470588,0,0,0,0,0,0,0,0,0,4,0,4,7,0,4,0,5.0,4.9800444,19
"CALL, A.",Writing,UC Irvine,100,2.7,3.560999999999999,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5.0,4.9778595,10
"HOOKER, M.",Dramatic Arts,UC Irvine,100,1.0,3.8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.976691,0
"SIMMONS, J.",Music,UC Irvine,100,1.0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.976691,0
"WANG, Z.",Mathematics,UC Irvine,100,5.0,2.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9730344,0
"MAHONEY, M.",Writing,UC Irvine,100,2.4,3.6012500000000003,0,0,0,0,0,3,0,0,0,0,0,6,8,0,5,0,5.0,4.972646,22
"FOWLER, C.",Neurobiology  Behavior,UC Irvine,100,3.0,3.337272727272728,3,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4.8,4.9706135,13
"JUNQUEIRA, M.",Social Ecology Administration,UC Irvine,100,1.0,3.8533333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9686894,0
"FLORES, R.",Japanese,UC Irvine,100,2.8,3.069310344827586,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,0,5.0,4.968338,14
"NAGRA, S.",English,UC Irvine,100,2.3,3.761428571428572,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,5.0,4.968198,12
"ARMSTRONG, D.",Statistics,UC Irvine,88,3.8,3.313958333333334,10,3,0,0,0,0,0,0,0,0,0,6,3,0,8,3,5.0,4.9680705,33
"FREEDMAN, M.",Economics,UC Irvine,100,2.0,3.5066666666666664,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.0,4.966876,3
"BANKERT, S.",Writing,UC Irvine,100,2.6,3.517777777777778,3,0,0,0,0,3,0,0,0,0,0,0,10,0,7,0,5.0,4.965312,23
"WILSON, K.",Biological Sciences,UC Irvine,100,1.0,2.47,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.965219,6
"TRAN, A.",English As A Second Language,UC Irvine,100,1.5,3.32,0,3,0,0,0,3,0,0,0,0,0,4,3,0,0,0,5.0,4.9651256,13
"ARASASINGHAM, R.",Chemistry,UC Irvine,85,5.0,2.6475,0,0,0,0,9,0,0,8,7,0,0,0,0,4,0,0,5.0,4.9647427,28
"SETTELL, J.",English,UC Irvine,100,3.5,3.3920000000000003,0,3,4,0,0,3,0,0,0,0,0,4,10,0,0,0,5.0,4.964653,24
"MOREY, B.",Public Health,UC Irvine,100,1.8,3.54,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5.0,4.962713,7
"HYATT, J.",Writing,UC Irvine,100,3.0,3.648333333333333,0,0,3,0,0,5,0,0,0,0,0,5,8,3,0,0,5.0,4.959794,24
"PATEL, S.",Writing,UC Irvine,100,2.5,3.4014285714285712,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,5.0,4.9592886,10
"BRANHAM, S.",Informatics,UC Irvine,100,2.5,3.640000000000001,0,0,0,0,0,0,0,0,0,8,4,5,5,0,0,0,4.9,4.958873,22
"GOLDSTEIN, R.",International Studies,UC Irvine,100,2.0,3.798,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,5.0,4.9576564,10
"DUNCAN, R.",International Studies,UC Irvine,86,2.4,3.1801526717557254,0,6,6,6,0,0,0,7,0,0,4,0,3,0,0,0,4.9,4.95617,32
"LI, T.",Korean,UC Irvine,100,1.0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9556174,0
"HICKOK, A.",Writing,UC Irvine,100,3.2,3.865,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5.0,4.9555974,12
"FORNER, S.",Biological Sciences,UC Irvine,100,2.3,3.455,4,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,5.0,4.9553256,19
"GOLOB, B.",Criminology Law amp Society,UC Irvine,93,3.0,3.691111111111111,5,7,0,0,0,5,0,0,0,4,0,10,3,0,0,0,5.0,4.9539213,34
"BHATTACHARYA, A.",Economics,UC Irvine,100,4.0,3.7825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9526377,0
"SITHIAMNUAI, E.",Languages,UC Irvine,100,2.8,3.1829411764705884,0,0,0,0,0,3,0,0,0,0,0,5,4,8,5,3,4.9,4.9519234,28
"SIMPSON, R.",Criminology Law amp Society,UC Irvine,100,3.0,2.91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5.0,4.950105,3
"DOWELL, N.",Education,UC Irvine,100,1.0,3.822,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5.0,4.945523,8
"MILLER, R.",Writing,UC Irvine,100,1.8,3.49,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5.0,4.943774,8
"EISEN, L.",Writing,UC Irvine,100,2.8,3.72375,3,4,0,0,0,4,0,0,0,0,0,5,9,0,0,0,5.0,4.942577,25
"STANLEY, A.",Writing,UC Irvine,100,2.3,3.366,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,5.0,4.942491,11
"CARLO, R.",Education,UC Irvine,100,2.3,3.773000000000001,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4.3,4.9411135,6
"GHORBANIAN, Y.",Biological Sciences,UC Irvine,100,3.7,2.51,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,5.0,4.9389043,9
"PITT, J.",East Asian Lang. & Literature,UC Irvine,100,1.0,3.5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.937328,0
"DREZNER, Z.",Business,UC Irvine,100,1.0,3.588888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.937328,0
"EVERS, K.",German,UC Irvine,100,3.0,3.6622222222222223,6,4,6,0,0,0,0,5,0,4,9,3,0,0,4,0,5.0,4.936335,41
"SCHOLL, T.",Mathematics,UC Irvine,100,5.0,2.7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.934291,0
"SCHWARTZ-MERON, A.",Korean,UC Irvine,100,3.0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.934208,0
"MIJALSKI, M.",French,UC Irvine,100,2.3,3.500240963855422,0,0,0,0,0,0,0,0,0,3,0,5,5,3,0,0,5.0,4.933261,16
"LOVE, C.",Political Science,UC Irvine,100,2.4,3.59,0,0,0,0,0,0,3,0,0,0,5,0,6,3,7,0,4.9,4.9332438,24
"SMITH-NEWMAN, J.",Writing,UC Irvine,94,3.5,3.498,0,4,7,0,0,9,0,0,0,3,3,11,13,0,0,0,5.0,4.9329214,50
"LIM, D.",Dance,UC Irvine,100,3.0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.932512,0
"MORROW, S.",Statistics,UC Irvine,100,3.1,3.1733333333333333,7,0,0,0,0,5,0,0,0,0,0,0,3,8,0,0,5.0,4.9281898,23
"CHO, M.",Korean,UC Irvine,100,3.0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.927353,0
"HSIEH, R.",Languages,UC Irvine,100,3.0,3.498367346938775,4,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5.0,4.926656,15
"ZHANG, J.",Computer Science,UC Irvine,100,1.5,3.895,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5.0,4.9266133,3
"GATLIN, B.",Education,UC Irvine,100,1.9,3.791,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5.0,4.926379,13
"PLEKHANOV, S.",Political Science,UC Irvine,100,4.0,3.4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9234495,0
"PETROVIC, B.",Social Science,UC Irvine,82,3.0,3.2740789473684213,7,3,4,0,0,0,0,6,0,0,0,3,4,0,0,0,3.9,4.922606,27
"CRUZ, C.",English As A Second Language,UC Irvine,100,1.0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9225397,0
"HIGHSMITH, A.",History,UC Irvine,88,2.5,3.531111111111111,5,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,4.1,4.9215727,17
"MCGUIRE, C.",University Studies,UC Irvine,100,1.0,3.784285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9215226,0
"STEINBERGER, T.",Management,UC Irvine,100,1.3,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.9207945,0
"BETANCOURT, B.",University Studies,UC Irvine,,1.3,3.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.9207945,0
"RUNNERSTROM, M.",Environmental Studies,UC Irvine,100,1.6,3.7731818181818175,10,5,0,0,0,4,0,0,0,3,0,7,6,4,0,0,4.8,4.9202924,39
"SHAW, E.",Psychology & Social Behavior,UC Irvine,100,2.0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.91982,0
"WATSON, E.",Sociology,UC Irvine,100,3.0,3.578181818181818,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,5.0,4.919305,12
"CHOI, B.",Biomedical,UC Irvine,100,3.4,3.5857142857142863,0,0,0,0,0,5,0,0,0,0,0,4,5,0,0,0,5.0,4.9174843,14
"WILLIAMS, A.",Biology,UC Irvine,51,4.1,3.5178571428571423,4,0,8,0,4,0,0,0,5,0,0,6,0,7,3,0,5.0,4.9165583,37
"KINNEY-LANG, S.",Writing,UC Irvine,100,3.0,3.4433333333333334,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5.0,4.9131093,6
"SENGUPTA-IRVING, T.",Education,UC Irvine,100,2.0,3.5980000000000003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5.0,4.911968,3
"ANDO, A.",Dance,UC Irvine,,1.6,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.9117813,0
"SETYAEVA, A.",Political Science,UC Irvine,100,4.0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.911362,0
"BRODY, J.",Biomedical,UC Irvine,100,1.1,3.51375,7,6,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4.9,4.91016,25
"CID, M.",Writing,UC Irvine,100,2.5,3.54,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,4.8,4.909793,11
"KEEVER, J.",Film,UC Irvine,100,3.0,3.705,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5.0,4.9094768,3
"GOLDBERG, R.",Sociology,UC Irvine,100,2.3,3.3131578947368414,7,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4.9,4.908894,20
"PATTERSON, J.",Chemistry,UC Irvine,98,3.4,2.69,6,6,0,0,0,5,0,3,6,0,0,8,0,0,0,0,5.0,4.908558,34
"GOULD, M.",Writing,UC Irvine,100,2.6,3.4966666666666666,0,6,0,0,0,0,0,0,0,3,0,6,6,0,0,0,5.0,4.907395,21
"BARRETT, R.",Writing,UC Irvine,100,2.7,3.2691666666666674,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,5.0,4.904355,12
"LEAVENS, A.",Writing,UC Irvine,,2.0,2.8744444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.903615,0
"ZHOU, P.",Mathematics,UC Irvine,100,2.6,3.435,6,4,0,0,0,4,0,0,0,0,0,6,4,0,0,0,4.8,4.902978,24
"TURNBULL, T.",Political Science,UC Irvine,100,3.0,3.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.902415,0
"MOYER, E.",Writing,UC Irvine,100,3.0,3.7000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.902415,0
"ALVAREZ, M.",Biological Sciences,UC Irvine,100,3.0,3.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.902118,0
"PENNER, E.",Education,UC Irvine,100,2.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.0,4.9014916,3
"WILD, B.",Writing,UC Irvine,100,2.9,3.646470588235294,3,0,0,0,0,5,3,0,0,0,0,0,6,3,0,0,5.0,4.9011507,20
"PARNEGG, M.",Writing,UC Irvine,100,2.7,3.387142857142857,0,0,3,0,0,0,0,0,0,0,0,4,7,0,4,0,4.9,4.900632,18
"GRADY, K.",English,UC Irvine,100,3.6,3.50375,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4.9,4.9003057,10
"ILABACA, F.",Economics,UC Irvine,,1.0,2.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.8980336,0
"PALTING, J.",Art,UC Irvine,96,2.3,4.0,4,3,0,0,0,4,0,0,0,5,0,7,16,7,0,0,4.9,4.897308,46
"BAGINSKI, A.",Writing,UC Irvine,100,2.3,3.333333333333333,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5.0,4.897261,9
"KE, W.",Comparative Literature,UC Irvine,100,3.0,3.2266666666666666,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.0,4.897207,3
"FORESTA, J.",Engineering,UC Irvine,100,1.9,3.6033333333333326,0,4,0,0,0,3,0,0,0,0,0,0,7,4,0,0,4.8,4.8941565,18
"FOWLER, K.",Dramatic Arts,UC Irvine,100,4.0,3.701428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.893568,0
"BROPHY, A.",Spanish,UC Irvine,,1.2,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.8935456,0
"FOUST, A.",Writing,UC Irvine,100,3.2,3.544,0,5,0,0,0,0,0,0,0,4,0,5,6,0,0,0,4.9,4.8925095,20
"JUN, S.",Writing,UC Irvine,100,2.5,3.615,4,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,5.0,4.89154,17
"ATHANASIOU, K.",Biomedical,UC Irvine,100,2.7,3.5050000000000003,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5.0,4.8907914,6
"EKLUND, S.",Philosophy,UC Irvine,100,1.0,3.667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.890383,3
"LI, Q.",Dramatic Arts,UC Irvine,100,3.0,3.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.8900933,3
"TOSCA, M.",Earth Science,UC Irvine,100,1.0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.889596,0
"FORAKER, J.",English,UC Irvine,100,3.0,3.181538461538461,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4.8,4.889196,8
"ROBERTSON, P.",Physics & Astronomy,UC Irvine,95,2.8,3.306666666666666,5,4,0,0,0,3,4,8,3,0,4,3,0,6,0,0,4.9,4.88709,40
"VARELA, C.",Writing,UC Irvine,100,1.9,3.578947368421053,0,3,0,0,0,5,0,0,0,0,0,4,4,0,0,0,5.0,4.883721,16
