name, department, school, tags, rating, take_again, difficulty
Kiron Ravindran,Management,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'GROUP PROJECTS': 1, 'Group projects': 1, 'Inspirational': 2}",3.1,100,3.3
Leili Shahriyari,Mathematics,UC Irvine,"{'Clear grading criteria': 2, 'Gives good feedback': 2, 'Group projects': 3, 'Hilarious': 2, 'Lecture heavy': 1, 'Lots of homework': 2, 'So many papers': 1}",1.8,50,3
Kathleen Johnson,Geology,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 3, 'Lecture heavy': 9, 'Lots of homework': 1, 'Participation matters': 4, 'Respected': 1, 'Test heavy': 2, 'Tough grader': 7, 'Would take again': 1}",3.4,80,3.8
Ian Oxnevad,Political Science,UC Irvine,"{'Get ready to read': 3, 'Graded by few things': 2}",1,0,4
Benjamin Garceau,Humanities,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 3, 'Accessible outside class': 7, 'Caring': 11, 'Clear grading criteria': 5, 'EXTRA CREDIT': 2, 'Get ready to read': 1, 'Gives good feedback': 13, 'Graded by few things': 1, 'Inspirational': 2, 'Participation matters': 1, 'Respected': 5, 'Would take again': 1}",5,100,2.8
Xin Fu,Mathematics,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 3, 'Get ready to read': 1, 'Gives good feedback': 3, 'Graded by few things': 4, 'Lecture heavy': 1, 'Lots of homework': 2, 'Respected': 2, 'Test heavy': 5, 'Tough grader': 3}",3.1,65,3.1
Michael D'Zmura,Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 4, 'Clear grading criteria': 5, 'EXTRA CREDIT': 7, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 9, 'Graded by few things': 6, 'Lecture heavy': 1, 'Respected': 1, ""Skip class? You won't pass."": 3, 'TEST HEAVY': 4, 'Test heavy': 7}",4.3,77,2.1
Victoria Elaine Johnson,Film,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 5, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 1, 'Gives good feedback': 1, 'Inspirational': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 3, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 3, 'So many papers': 1, 'Test heavy': 1, 'Tough grader': 4}",3.6,45,3
Desha Dauchan,Film,UC Irvine,"{'Get ready to read': 3, 'Gives good feedback': 3, 'Group projects': 3, 'Inspirational': 3, ""Skip class? You won't pass."": 3, 'Tough grader': 1}",3.3,75,3.3
Ian Parker,Biological Sciences,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Caring': 1, 'Gives good feedback': 3, 'LECTURE HEAVY': 1, 'Respected': 4, ""Skip class? You won't pass."": 2, 'Test heavy': 3, 'Tough Grader': 1, 'Tough grader': 1}",3.6,84,3.4
Mark Steyvers,Psychology,UC Irvine,"{'Accessible outside class': 2, 'Caring': 2, 'Clear grading criteria': 4, 'EXTRA CREDIT': 6, 'Get ready to read': 6, 'Gives good feedback': 1, 'Graded by few things': 3, 'Group projects': 4, 'Lecture heavy': 1, 'Lots of homework': 1, 'Test heavy': 2, 'Tough grader': 5}",3.4,34,3
Lisa Levitt,Management,UC Irvine,"{'Accessible outside class': 9, 'Amazing lectures': 1, 'Caring': 2, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Get ready to read': 3, 'Gives good feedback': 6, 'Group projects': 7, 'Inspirational': 1, 'Lots of homework': 2, 'Participation matters': 7, 'Respected': 2, 'Tough grader': 5}",3.2,53,3.8
Cecelia Lynch,Political Science,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 3, 'Get ready to read': 4, 'Gives good feedback': 3, 'LECTURE HEAVY': 1, 'Participation matters': 3, 'Respected': 1}",3.9,80,2.9
Brittnay Proctor,Humanities,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 2, 'Get ready to read': 3, 'Graded by few things': 1, 'Group projects': 3, 'Lots of homework': 2, 'Participation matters': 2}",3,50,2.5
Jeffrey Kopstein,Political Science,UC Irvine,"{'Amazing lectures': 9, 'Amazing lectures ': 1, 'Get ready to read': 11, 'Gives good feedback': 1, 'Graded by few things': 5, 'Hilarious': 1, 'Inspirational': 6, 'Lecture heavy': 3, 'Respected': 6, ""Skip class? You won't pass."": 1, 'Test heavy': 1, 'Tough grader': 1}",4.6,94,3.5
Daniel Gardner,Informatics,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'Get ready to read': 2}",4,67,2
Bambi Haggins,Film,UC Irvine,"{'Get ready to read': 3, 'Gives good feedback': 1, 'Graded by few things': 3, 'Hilarious': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 2, 'So many papers': 2, 'Tough Grader': 1, 'Tough grader': 2}",1.8,20,2.4
Shayan Doroudi,Education,UC Irvine,"{'Caring': 1, 'Get ready to read': 5, 'Gives good feedback': 2, 'Lecture heavy': 1, 'Lots of homework': 2, 'Online Savvy': 1, 'Participation matters': 6, ""Skip class? You won't pass."": 2}",3.9,100,3.6
R. Michael Mulligan,Biology,UC Irvine,"{'Caring': 1, 'Inspirational': 1, 'Respected': 2, ""Skip class? You won't pass."": 1, 'Tests are tough': 1, 'Tough grader': 1, 'Would take again': 1}",4.3,100,3.1
Aleah Hernandez,Classics,UC Irvine,"{'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 2, 'Participation matters': 3, 'Respected': 2}",5,100,2
Carrie Noland,Humanities,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 3, 'Gives good feedback': 1, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 1, 'Participation matters': 2, 'Tough Grader': 1, 'Tough grader': 1}",3.4,50,3
Nurudeen Alao,Social Science,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 4, 'GRADED BY FEW THINGS': 5, 'Get ready to read': 1, 'Graded by few things': 2, 'Hilarious': 1, 'LECTURE HEAVY': 6, 'Lecture heavy': 3, 'Respected': 1, ""Skip class? You won't pass."": 11, 'TEST HEAVY': 2, 'Test heavy': 1}",3.4,64,2
Jim Brody,Engineering,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 4, 'Amazing lectures ': 6, 'Caring': 5, 'Clear grading criteria': 9, 'Get ready to read': 6, 'Gives good feedback': 2, 'Graded by few things': 5, 'Hilarious': 1, 'Inspirational': 2, 'Lecture heavy': 1, 'Online Savvy': 1, 'Participation matters': 1, 'Respected': 4, 'Test heavy': 1}",4,74,3
Jess Gillespie,Informatics,UC Irvine,"{'Accessible outside class': 2, 'Caring': 2, 'Clear grading criteria': 2, 'Inspirational': 2}",4.5,100,1.5
Kristen Hatch,Film,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 4, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 4, 'Gives good feedback': 1, 'Graded by few things': 3, 'Hilarious': 2, 'Lecture heavy': 3, 'Participation matters': 2, 'Respected': 2, ""Skip class? You won't pass."": 4, 'Test heavy': 2}",4.4,60,3
Grace McLaughlin,Business,UC Irvine,"{'Amazing lectures': 6, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 2, 'Get ready to read': 8, 'Gives good feedback': 2, 'Group projects': 3, 'Lecture heavy': 3, 'Lots of homework': 10, 'Participation matters': 8, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 3, 'Tough grader': 1}",3.9,72,2.6
Nandita Jha,Biological Sciences,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures ': 1, 'Caring': 4, 'Clear grading criteria': 4, 'EXTRA CREDIT': 1, 'Get ready to read': 1, 'Gives good feedback': 3, 'Respected': 3}",5,100,2.9
Ulysses Jenkins,Graphic Arts,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'EXTRA CREDIT': 2, 'GRADED BY FEW THINGS': 1, 'Gives good feedback': 2, 'Inspirational': 1, 'Respected': 3, 'Would take again': 1}",2.2,29,2.3
Bita Bookman,Academic Services,UC Irvine,"{'Clear grading criteria': 2, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Gives good feedback': 2, 'LECTURE HEAVY': 1, 'Participation matters': 2, 'Respected': 1, 'SO MANY PAPERS': 1, 'Tough Grader': 1, 'Tough grader': 1}",3.7,67,4.7
Michael Mendez,Urban Planning,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 2, 'Caring': 4, 'EXTRA CREDIT': 6, 'Get ready to read': 10, 'Graded by few things': 4, 'Inspirational': 2, 'Lecture heavy': 2}",4.6,89,3.1
Ajay Garde,Urban Planning,UC Irvine,"{'Get ready to read': 2, 'Graded by few things': 2, 'Lecture heavy': 2}",3,100,2
Danielle Thomsen,Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 3, 'Amazing lectures ': 2, 'Caring': 2, 'Clear grading criteria': 5, 'EXTRA CREDIT': 1, 'Get ready to read': 1, 'Graded by few things': 4, 'Hilarious': 1, 'Inspirational': 4, 'Lecture heavy': 5, 'Participation matters': 2, ""Skip class? You won't pass."": 2}",4.6,90,2.8
David Reinkensmeyer,Engineering,UC Irvine,"{'Caring': 2, 'Clear grading criteria': 1, 'GROUP PROJECTS': 1, 'Group projects': 2, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 1, 'Lots of homework': 1, 'Participation matters': 2, 'Respected': 3}",4,60,3
Sherine Hamdy,Anthropology,UC Irvine,"{'Amazing lectures': 3, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Get ready to read': 4, 'Gives good feedback': 1, 'Graded by few things': 1, 'Inspirational': 4, 'Respected': 3, 'So many papers': 1}",5,100,2.3
Yourim Lee,Korean,UC Irvine,"{'Caring': 5, 'Clear grading criteria': 3, 'Gives good feedback': 1, 'Group projects': 1, 'Hilarious': 4, 'Lecture heavy': 1, 'Lots of homework': 1, 'Participation matters': 3, ""Skip class? You won't pass."": 4}",4.4,84,3.4
Matthias Lehmann,Religion,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 3, 'Amazing lectures ': 1, 'EXTRA CREDIT': 2, 'Get ready to read': 2, 'Graded by few things': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 3, 'Participation matters': 1, 'Respected': 4, ""Skip class? You won't pass."": 3}",4.8,100,2.4
Howard Lee,Physics & Astronomy,UC Irvine,"{'Amazing lectures ': 8, 'Caring': 13, 'Clear grading criteria': 4, 'EXTRA CREDIT': 9, 'Get ready to read': 1, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 2, 'Lots of homework': 1, 'Participation matters': 7, 'Respected': 2, 'Test heavy': 1}",5,100,3.8
Franco De Flaviis,Engineering,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Get ready to read': 5, 'Gives good feedback': 3, 'Graded by few things': 3, 'Lecture heavy': 3, 'Lots of homework': 5, 'Participation matters': 1, ""Skip class? You won't pass."": 5, 'Test heavy': 6, 'Tough grader': 8}",2.3,16,4
James N. Danziger,Political Science,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 11, 'Amazing lectures ': 5, 'Caring': 7, 'EXTRA CREDIT': 1, 'Get ready to read': 5, 'Gives good feedback': 3, 'Graded by few things': 1, 'Group projects': 1, 'Inspirational': 11, 'Lecture heavy': 2, 'Participation matters': 1, 'Respected': 11, ""Skip class? You won't pass."": 2, 'Tough grader': 2}",4.9,97,3.4
Hugh Roberts,Literature,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 2, 'Gives good feedback': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 3, 'Lots of homework': 1, ""Skip class? You won't pass."": 3, 'Tough Grader': 2, 'Tough grader': 4}",3,43,3.9
Lorene Delany-Ullman,Writing,UC Irvine,"{'Accessible outside class': 1, 'Caring': 1, 'Clear grading criteria': 2, 'GROUP PROJECTS': 1, 'Get ready to read': 5, 'Gives good feedback': 6, 'LOTS OF HOMEWORK': 5, 'Lots of homework': 7, 'Participation matters': 1, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 5, 'So many papers': 1, 'Tough Grader': 5, 'Tough grader': 4}",3.5,58,4.5
Vladimir Mandelshtam,Chemistry,UC Irvine,"{'Caring': 1, 'Get ready to read': 10, 'Graded by few things': 3, 'Hilarious': 1, 'Lecture heavy': 4, 'Lots of homework': 6, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 15, 'Tough grader': 4}",3,28,3.3
Tonya Bradford,Management,UC Irvine,"{'GROUP PROJECTS': 3, 'Get ready to read': 3, 'Group projects': 2, 'Lecture heavy': 2, 'Tough Grader': 3, 'Tough grader': 2}",2,0,3.5
Ann Rosen,Spanish,UC Irvine,"{'Gives good feedback': 1, 'Group projects': 2, 'Lots of homework': 2, 'Participation matters': 2, ""Skip class? You won't pass."": 2, 'Tough grader': 2}",3.9,50,4
James Nisbet,Art,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 2, 'Gives good feedback': 1, 'Graded by few things': 2, 'LECTURE HEAVY': 3, 'Lecture heavy': 2, 'Participation matters': 2, ""Skip class? You won't pass."": 6}",3.8,50,3.1
Mohammad Al Faruque,Electrical Engineering,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Beware of pop quizzes': 3, 'Clear grading criteria': 1, 'Get ready to read': 1, 'Graded by few things': 1, 'Inspirational': 3, 'Lecture heavy': 5, 'Lots of homework': 1, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Test heavy': 3, 'Tough Grader': 1, 'Tough grader': 3}",2.2,30,4
Lindsey Richland,Education,UC Irvine,"{'Get ready to read': 2, 'Lecture heavy': 2}",3,0,3
Miriam Mora Quilon ,Spanish,UC Irvine,"{'Accessible outside class': 1, 'BEWARE OF POP QUIZZES': 1, 'Beware of pop quizzes': 1, 'Caring': 2, 'Gives good feedback': 3, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 2, 'Participation matters': 3}",4.7,100,3.7
Mary Schmitt,Film,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 1, 'Get ready to read': 2, 'Gives good feedback': 4, 'Hilarious': 1, 'Inspirational': 1, 'Participation matters': 5, 'Tough grader': 4}",4.5,84,3.3
Karna Wong,Social Ecology Administration,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Amazing lectures': 3, 'BEWARE OF POP QUIZZES': 2, 'Beware of pop quizzes': 2, 'Caring': 5, 'Clear grading criteria': 6, 'EXTRA CREDIT': 3, 'Get ready to read': 2, 'Gives good feedback': 1, 'Group projects': 2, 'Hilarious': 1, 'Inspirational': 1, 'Lecture heavy': 3, 'Lots of homework': 1, 'Participation matters': 1, 'Respected': 1, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 3, 'So many papers': 1, 'Test heavy': 1, 'Tough Grader': 2, 'Tough grader': 6}",3.5,55,3.3
Antoinette Lafarge,Studio Art,UC Irvine,{'Clear grading criteria': 2},3,0,3.1
Simon Penny,Art,UC Irvine,"{'Amazing lectures': 1, 'Get ready to read': 10, 'Graded by few things': 1, 'Inspirational': 2, 'LECTURE HEAVY': 1, 'Lecture heavy': 7, 'Lots of homework': 2, ""Skip class? You won't pass."": 6, 'Test heavy': 1, 'Tough Grader': 1, 'Tough grader': 7}",2.5,42,4.1
Heidi Hardt,Political Science,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 5, 'Get ready to read': 8, 'Inspirational': 5, 'Lecture heavy': 1, 'Lots of homework': 1, 'Respected': 2, ""Skip class? You won't pass."": 3, 'Tough Grader': 1}",3.7,82,2.8
Christine Connell,Humanities,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 8, 'Clear grading criteria': 2, 'GROUP PROJECTS': 1, 'Get ready to read': 6, 'Gives good feedback': 3, 'Graded by few things': 1, 'Hilarious': 1, 'Inspirational': 1, 'Participation matters': 5, 'Respected': 2, ""Skip class? You won't pass."": 2, 'Tough Grader': 1, 'Tough grader': 3}",3.5,75,3.1
Brandon Wolff,Humanities,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 5, 'Gives good feedback': 5, 'Group projects': 1, 'Hilarious': 3, 'Inspirational': 1, 'Lots of homework': 4, 'Participation matters': 1, 'Respected': 7, ""Skip class? You won't pass."": 6, 'So many papers': 2, 'Tests? Not many': 1, 'Would take again': 1}",4.6,82,2.1
Dewayne Williams,Psychology & Social Behavior,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 5, 'Clear grading criteria': 2, 'Graded by few things': 4, 'Inspirational': 1, ""Skip class? You won't pass."": 3}",5,100,2.2
Anita Casavantes-Bradford,History,UC Irvine,"{'Amazing lectures': 1, 'Caring': 4, 'EXTRA CREDIT': 1, 'Get ready to read': 9, 'Gives good feedback': 1, 'Graded by few things': 2, 'Inspirational': 1, 'LOTS OF HOMEWORK': 2, 'Lots of homework': 3, 'Respected': 3, ""Skip class? You won't pass."": 1, 'Would take again': 1}",4.1,63,3
Robert Flores,Mechanical Engineering,UC Irvine,"{'Accessible outside class': 2, 'Gives good feedback': 2, 'Participation matters': 2}",5,100,3
Mark Walter,Engineering,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 2, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 1, 'Group projects': 4, 'LECTURE HEAVY': 2, 'LOTS OF HOMEWORK': 4, 'Lecture heavy': 2, 'Lots of homework': 3, 'Participation matters': 2, 'Respected': 1, ""Skip class? You won't pass."": 6, 'TEST HEAVY': 1, 'Test heavy': 1, 'Tough Grader': 4, 'Tough grader': 2}",2.5,36,3.6
Wayne Hayes,Computer Science,UC Irvine,"{'Beware of pop quizzes': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'GRADED BY FEW THINGS': 3, 'Get ready to read': 7, 'Graded by few things': 4, 'LECTURE HEAVY': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 2, 'Test heavy': 2, 'Tough Grader': 4, 'Tough grader': 8}",2.1,30,4
Naomi Sugie,Criminology Law  Society,UC Irvine,"{'BEWARE OF POP QUIZZES': 5, 'Beware of pop quizzes': 1, 'Caring': 2, 'Clear grading criteria': 4, 'Get ready to read': 4, 'Gives good feedback': 1, 'Participation matters': 2, ""Skip class? You won't pass."": 3, 'Tough Grader': 1, 'Tough grader': 1}",3.8,63,2.9
Caesar D. Sereseres,Political Science,UC Irvine,"{'Accessible outside class': 1, 'Beware of pop quizzes': 3, 'Caring': 1, 'EXTRA CREDIT': 1, 'Get ready to read': 6, 'Gives good feedback': 1, 'Inspirational': 1, 'LOTS OF HOMEWORK': 1, 'Participation matters': 2, 'Respected': 1, 'So many papers': 1, 'Tough grader': 4}",3.9,43,3.9
Pamela Kelley,Political Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 3, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 4, 'Get ready to read': 6, 'Gives good feedback': 1, 'Graded by few things': 5, 'Inspirational': 2, 'Lecture heavy': 2, 'Participation matters': 2, 'Respected': 2, 'Test heavy': 1, 'Tough grader': 3}",4.2,80,3
Alex Guenther,Earth Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 1, 'Caring': 5, 'Clear grading criteria': 7, 'EXTRA CREDIT': 2, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 2, 'Group projects': 1, 'Hilarious': 1, 'Inspirational': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 8, 'Lots of homework': 1, 'Participation matters': 8, 'Respected': 6, ""Skip class? You won't pass."": 2, 'Test heavy': 3}",4.6,82,3.1
Eleana Kim,Anthropology,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 3, 'Beware of pop quizzes': 5, 'Caring': 2, 'Clear grading criteria': 4, 'EXTRA CREDIT': 6, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 15, 'Graded by few things': 5, 'LECTURE HEAVY': 2, 'Lecture heavy': 6, 'Lots of homework': 1, 'Participation matters': 1, 'Respected': 1, ""Skip class? You won't pass."": 3, 'TEST HEAVY': 1, 'Test heavy': 1}",3.6,58,3
Steph Sallum,Physics & Astronomy,UC Irvine,"{'Amazing lectures ': 4, 'Caring': 4, 'Clear grading criteria': 3, 'Hilarious': 2, 'Participation matters': 4}",5,100,1.3
Jon Sigmon,Sociology,UC Irvine,"{'Get ready to read': 5, 'Lecture heavy': 3, 'Test heavy': 2}",4,67,2.8
Glenda Flores,Latin American Studies,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 1, 'Amazing lectures': 4, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'GRADED BY FEW THINGS': 3, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 1, 'Inspirational': 4, 'Lecture heavy': 1, 'Respected': 1, ""Skip class? You won't pass."": 2}",3.8,100,2.7
Katherine Faust,Social Science,UC Irvine,"{'Accessible outside class': 1, 'Amazing lectures': 2, 'Clear grading criteria': 6, 'EXTRA CREDIT': 2, 'Get ready to read': 1, 'Gives good feedback': 1, 'Graded by few things': 3, 'LECTURE HEAVY': 2, 'Lecture heavy': 6, ""Skip class? You won't pass."": 4, 'TEST HEAVY': 2, 'Test heavy': 3, 'Tough Grader': 3, 'Tough grader': 2}",3.2,47,3
Weining Shen,Statistics,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 7, 'Amazing lectures': 3, 'Caring': 5, 'Clear grading criteria': 1, 'Gives good feedback': 6, 'Hilarious': 2, 'Inspirational': 5, 'LOTS OF HOMEWORK': 2, 'Respected': 8, 'Test heavy': 2}",5,100,2.8
Korey Bell,Writing,UC Irvine,"{'Accessible outside class': 1, 'Caring': 6, 'Clear grading criteria': 4, 'Get ready to read': 2, 'Gives good feedback': 6, 'Graded by few things': 3, 'Hilarious': 3, 'Lots of homework': 2, 'Participation matters': 7, 'Respected': 3, 'So many papers': 1, 'Tough grader': 4}",4.4,77,3
