name,department,school,take_again,difficulty,avg_gpa,Clear grading criteria,Respected,Get ready to read,Skip class? You won't pass.,Tough grader,Accessible outside class,Graded by few things,Lecture heavy,Test heavy,Inspirational,Amazing lectures,Caring,Gives good feedback,Participation matters,Hilarious,Lots of homework,rating,score,total_tags
"MYKKANEN, R.",Humanities,UC Irvine,89,3.6,3.1725,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4.5,4.572364,12
"SACKS, M.",Law,UC Irvine,,2.6,3.0866666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,4.572138,0
"ALFAILAKAWI, D.",Writing,UC Irvine,100,2.5,3.236666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.5718837,0
"MARCUS, G.",Anthropology,UC Irvine,,1.7,3.517777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,4.571139,0
"KONG, M.",Biological Sciences,UC Irvine,100,2.5,3.665,4,4,0,0,0,5,0,4,0,0,0,7,0,0,0,0,4.6,4.570005,24
"PARHAM, T.",Psychology,UC Irvine,,2.5,2.9975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.569528,0
"HE, Y.",Business,UC Irvine,100,1.5,3.27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.5,4.566882,3
"LOVE, C.",Political Science,UC Irvine,100,2.4,3.59,0,0,0,0,0,0,3,0,0,0,5,0,6,3,7,0,4.9,4.562407,24
"MCKAY, L.",Writing,UC Irvine,84,3.0,2.824761904761905,0,0,0,3,3,0,0,0,0,7,3,5,13,7,0,0,4.6,4.562399,41
"REITER, K.",Criminal Justice,UC Irvine,100,2.8,3.480666666666666,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,4.4,4.5620217,10
"POWELL, M.",Physics & Astronomy,UC Irvine,60,2.8,2.515,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4.8,4.5599246,9
"KAY, D.",Computer Science,UC Irvine,96,2.0,3.4832608695652176,6,10,0,0,0,0,0,0,0,5,0,5,5,0,0,0,4.4,4.557777,31
"YASSA, M.",Neurobiology & Behavior,UC Irvine,89,2.5,3.619444444444444,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4.7,4.55756,14
"JENKINS, J.",Education,UC Irvine,100,2.7,3.4669230769230768,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4.6,4.5572295,3
"PETERSEN, Y.",Languages,UC Irvine,100,2.8,3.538148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.555903,0
"YANG, J.",Chemistry,UC Irvine,100,3.3,3.067857142857143,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4.6,4.5558786,13
"LEWIS, J.",English,UC Irvine,80,3.0,3.5733636363636365,0,0,0,0,0,4,0,0,0,6,0,7,6,0,0,0,4.6,4.5532184,23
"HUANG, X.",Business,UC Irvine,100,3.0,3.373333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.552529,0
"KAMINSKI, M.",Political Science,UC Irvine,85,2.5,3.3497142857142856,0,0,0,3,0,0,7,3,5,4,0,0,0,0,0,0,4.6,4.5522113,22
"CARTER, D.",Political Science,UC Irvine,100,2.3,3.143333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.5517383,0
"SASMAZ, E.",Chemical Engineering,UC Irvine,100,3.0,2.9166666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.5509706,0
"JOHNSTON, J.",Education,UC Irvine,88,2.5,3.512826086956521,0,3,3,0,0,0,0,0,0,0,3,3,0,4,4,0,5.0,4.550348,20
"CONTE, J.",Writing,UC Irvine,100,3.3,3.2325,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4.7,4.548962,6
"NAVARRO, E.",Computer Science,UC Irvine,96,2.5,3.609756097560976,9,0,0,0,0,4,0,0,0,0,3,7,0,4,0,7,4.6,4.548467,34
"SCHUMACHER, B.",Education,UC Irvine,100,2.0,3.646363636363637,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5.0,4.548208,3
"SLADE, M.",Writing,UC Irvine,100,3.0,3.4516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.5454206,0
"HYUN, H.",Languages,UC Irvine,100,2.4,3.480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.544061,0
"WILK, L.",Business,UC Irvine,88,2.4,3.117142857142857,0,3,4,0,0,0,0,0,0,6,0,3,0,4,0,0,4.6,4.5436883,20
"FEFER, L.",Journalism,UC Irvine,100,4.0,3.341111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.54286,0
"EATON, J.",Physics & Astronomy,UC Irvine,100,3.0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.5422325,0
"REILLY, A.",Chemistry,UC Irvine,60,2.6,2.533333333333333,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.540466,4
"AL-BULUSHI, S.",Anthropology,UC Irvine,100,2.3,3.381666666666668,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4.5,4.53942,7
"KATIBOGLU, M.",French,UC Irvine,,1.9,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.5394096,0
"GHAZI-TEHRANI, A.",Criminology,UC Irvine,100,1.8,3.2000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.538175,0
"SCHLOSSER, S.",International Studies,UC Irvine,100,2.5,3.313870967741936,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3.9,4.5367436,3
"GULLABA, A.",Writing,UC Irvine,96,3.5,2.908039215686274,0,7,4,0,0,0,0,0,0,4,0,8,13,5,0,3,4.5,4.5366793,44
"KANAVOU, A.",International Studies,UC Irvine,100,3.0,3.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.535715,0
"BOSE, M.",Writing,UC Irvine,100,1.6,3.146666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.53568,0
"ANSELMO, P.",Writing,UC Irvine,100,2.3,3.12875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.5346885,0
"LOUI, A.",Dramatic Arts,UC Irvine,,2.0,3.456538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.5329547,0
"LITWIN, I.",Writing,UC Irvine,100,3.5,3.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.532702,0
"GILMORE, J.",Writing,UC Irvine,100,2.5,3.4233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5317864,0
"BERBERIAN, H.",History,UC Irvine,75,4.0,3.310909090909091,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,4.8,4.5291524,10
"ANDREASEN, M.",Writing,UC Irvine,100,3.9,2.980943396226416,0,4,0,0,4,5,0,0,0,0,0,6,13,0,3,0,4.6,4.5290675,35
"HANSELMAN, P.",Sociology,UC Irvine,100,3.0,3.475,4,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4.0,4.5277915,13
"OLOMI, A.",History,UC Irvine,100,2.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.5248404,0
"LIU, Y.",Physics & Astronomy,UC Irvine,100,2.0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.5241995,0
"WEAVER, H.",Writing,UC Irvine,100,2.5,3.457142857142857,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4.3,4.52291,10
"BLOCK, S.",History,UC Irvine,100,2.5,3.2975000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.5,4.521913,3
"KHOURY, N.",English,UC Irvine,75,1.2,3.592,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4.5,4.5201607,11
"COHEN-CORY, S.",Neurobiology & Behavior,UC Irvine,100,2.8,3.8123076923076926,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4.6,4.519909,9
"YAMADA, J.",Writing,UC Irvine,100,2.5,3.801666666666667,0,4,0,0,0,6,0,0,0,0,0,4,8,0,0,0,4.5,4.516686,22
"PAN, D.",German,UC Irvine,100,2.4,3.1747826086956525,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4.5,4.514836,8
"VIACLOVSKY, J.",Mathematics,UC Irvine,100,4.5,3.1000000000000005,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4.5,4.5146794,6
"FREI, P.",French,UC Irvine,100,3.0,3.347272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.5140057,0
"SHIPLEY, A.",Writing,UC Irvine,100,1.9,3.543333333333333,4,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,5.0,4.5139546,19
"KANG, C.",Writing,UC Irvine,78,3.7,3.268333333333333,5,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4.5,4.5132885,17
"KEEPERMAN, J.",Writing,UC Irvine,92,3.0,3.2454,0,0,0,0,0,6,11,0,0,0,0,5,13,0,0,7,4.8,4.51225,42
"O'REILLY, B.",Writing,UC Irvine,80,3.0,3.53,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,0,4.4,4.5093827,14
"CRONIN, C.",Writing,UC Irvine,,2.0,3.036666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.5091147,0
"ISIK, M.",Mathematics,UC Irvine,100,2.7,2.974285714285714,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4.8,4.5074816,6
"BERNSTEIN, J.",Political Science,UC Irvine,100,2.3,3.0866666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.506833,0
"CLERKIN, B.",Writing,UC Irvine,,1.5,3.3920000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.504177,0
"SHULL, K.",Humanities,UC Irvine,100,2.0,3.263333333333333,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4.5,4.5029325,6
"DOGUCU, M.",Statistics,UC Irvine,82,2.6,3.4342857142857146,3,0,0,3,0,0,0,0,0,0,0,9,5,0,0,0,4.5,4.5020328,20
"BASSHAM, C.",Dramatic Arts,UC Irvine,100,3.0,3.4448965517241383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.499851,0
"SCHUELLER, S.",Psychology,UC Irvine,91,3.0,3.3325,5,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4.4,4.499596,15
"HOUSTON, S.",Music,UC Irvine,100,3.0,3.461794871794872,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.498688,3
"FISCHER, A.",Writing,UC Irvine,81,3.1,3.0609615384615383,0,6,0,0,3,5,4,0,0,0,0,8,11,0,0,4,4.5,4.497932,41
"CAREY, M.",Computer Science,UC Irvine,88,3.6,3.164090909090909,4,5,0,4,0,8,0,4,0,0,5,9,0,0,3,7,4.0,4.496748,49
"FERENC, A.",Mathematics,UC Irvine,100,2.7,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.49661,0
"GRIMES, L.",Writing,UC Irvine,100,2.5,3.64,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5.0,4.495774,3
"SMITH, C.",Political Science,UC Irvine,100,2.1,3.597272727272728,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4.4,4.4939775,8
"WANG, Y.",Mathematics,UC Irvine,85,2.8,3.74078125,4,7,0,0,0,4,0,0,0,0,0,0,5,0,0,0,4.4,4.4939194,20
"OMOUMI, H.",Music,UC Irvine,100,1.6,3.768695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.4905114,0
"FUJII, J.",Ethnic Studies,UC Irvine,100,3.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.4892316,0
"ABRAMS, J.",English,UC Irvine,100,3.0,3.401111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.4892316,0
"MALLY, L.",History,UC Irvine,,2.6,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.4866576,0
"JARVO, E.",Chemistry,UC Irvine,91,3.1,2.872222222222222,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,4.5,4.4844346,15
"HORN, D.",Political Science,UC Irvine,100,3.3,3.64,0,0,0,3,0,0,0,0,0,0,0,5,0,0,6,0,4.4,4.483866,14
"WU, L.",Engineering,UC Irvine,88,2.3,3.8506060606060606,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4.5,4.483128,10
"SHARP, K.",Dance,UC Irvine,82,2.5,3.736785714285714,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4.4,4.481449,14
"BAILEY-RIHAWI, E.",Management,UC Irvine,100,3.7,3.74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4.7,4.481035,3
"CHARLES, S.",Psychology  Social Behavior,UC Irvine,100,2.0,3.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.4809294,0
"CHANDRASEKHAR, V.",Education,UC Irvine,75,2.0,3.871052631578947,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4.6,4.479794,7
"OCHI, D.",Social Science,UC Irvine,100,2.8,3.3160000000000003,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4.5,4.4774904,10
"MONROE, K.",Political Science,UC Irvine,100,2.6,3.441666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4.4769177,0
"PARK, B.",Writing,UC Irvine,100,3.8,3.074166666666667,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3.5,4.475853,3
"CARSON, D.",Physics  Astronomy,UC Irvine,100,2.7,3.088181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.4746995,0
"ROSZAK, S.",Writing,UC Irvine,100,2.5,3.3300000000000005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4.7,4.4736934,3
"MAZMANIAN, M.",Informatics,UC Irvine,100,4.0,3.7000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.4725347,0
"HUANG, M.",Mathematics,UC Irvine,100,3.0,3.194814814814816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.4714203,0
"KAPLAN, N.",Mathematics,UC Irvine,94,3.3,2.8671428571428565,4,8,0,0,0,6,0,0,0,0,8,8,0,0,0,0,4.4,4.4688363,34
"SCHMITT, M.",Film,UC Irvine,84,3.3,3.19,0,0,0,0,4,0,0,0,0,0,0,3,4,5,0,0,4.5,4.4687138,16
"UTTS, J.",Statistics,UC Irvine,100,2.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.468579,0
"ANZALDO, L.",Mathematics,UC Irvine,,1.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.4685326,0
"BAILEY, D.",Education,UC Irvine,100,2.7,3.3297777777777777,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5.0,4.465768,3
"PANTELIA, M.",Classics,UC Irvine,,1.9,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.4656243,0
"JAFAR, S.",Electrical Engineering,UC Irvine,100,3.5,2.6426666666666665,0,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,4.4,4.4655423,12
"BORNSTEIN, J.",Fine Arts,UC Irvine,100,3.0,3.8261538461538462,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.4643593,3
"SAHRANAVARD, N.",English,UC Irvine,100,1.5,3.7285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.464299,0
"SCHRINER, S.",Pharmaceutical Sciences,UC Irvine,90,2.4,3.678924731182796,7,3,0,5,0,0,0,0,0,0,3,5,0,0,9,0,4.6,4.4637136,32
"SHIRAIWA, M.",Chemistry,UC Irvine,85,3.3,2.9385714285714286,3,6,0,6,0,0,0,0,0,4,4,3,0,0,4,0,4.5,4.46294,30
"BIETZ, M.",Informatics,UC Irvine,86,2.4,3.5818181818181816,7,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,4.4,4.4628696,21
"FUENTES, J.",Spanish,UC Irvine,100,3.3,3.47,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4.3,4.4625444,4
"GRIMES, N.",Music,UC Irvine,100,2.9,3.2076470588235293,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4.3,4.4623485,9
"BAILEY, E.",Psychology,UC Irvine,100,2.3,3.2004999999999995,6,0,5,0,0,0,0,0,0,0,8,0,0,7,0,0,4.5,4.46119,26
"SOLANKI, S.",Education,UC Irvine,84,2.2,3.616666666666666,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,4.5,4.460571,12
"MORLIGHEM, M.",Earth Science,UC Irvine,72,3.3,3.172857142857143,3,0,0,0,0,4,0,4,0,0,0,3,4,0,0,0,4.6,4.460363,18
"FLETCHER, E.",Anthropology,UC Irvine,100,1.6,3.729000000000001,4,4,0,0,0,0,6,0,0,5,0,6,0,0,0,0,4.5,4.4601307,25
"VARZI, R.",Anthropology,UC Irvine,100,2.1,3.455294117647058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.458754,0
"DEMSKY, B.",Engineering,UC Irvine,100,3.0,3.0741666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.45853,0
"HOCHBAUM, A.",Chemical Engineering,UC Irvine,93,3.3,3.0981250000000005,3,8,0,4,0,0,0,0,0,0,6,5,0,0,0,0,4.5,4.4582233,26
"LYNCH, M.",Criminal Justice,UC Irvine,100,1.8,3.753148148148148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,4.4528694,3
"KRONEWETTER, J.",Mathematics,UC Irvine,96,2.7,2.73679012345679,4,10,0,3,0,0,4,0,0,4,11,3,0,0,9,0,4.3,4.452866,48
"CAMPOS, B.",Psychology,UC Irvine,,2.4,3.7318181818181815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.4515243,0
"FLORES, G.",Latin American Studies,UC Irvine,100,2.7,3.3256,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,3.8,4.449972,11
"BACH, S.",Political Science,UC Irvine,63,4.1,2.91978494623656,0,0,6,12,6,0,0,0,0,8,0,0,0,3,0,0,4.5,4.447957,35
"UMEZAKI, K.",Music,UC Irvine,88,2.3,3.669230769230769,0,0,0,0,0,0,0,0,0,5,3,4,0,0,4,0,4.6,4.447856,16
"FUTRELL, R.",Linguistics,UC Irvine,95,2.9,3.571428571428572,8,8,0,0,0,0,3,9,0,3,6,5,0,0,0,6,4.5,4.4469295,48
"SUETTERLIN, C.",Biological Sciences,UC Irvine,88,3.0,3.241666666666667,3,0,0,3,0,3,0,0,0,0,0,4,3,0,0,0,4.4,4.446913,16
"KEEPERMAN, T.",Writing,UC Irvine,85,3.4,3.099629629629629,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,3,4.5,4.446728,15
"COOPER, M.",German,UC Irvine,100,1.8,3.5430188679245287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.4460206,0
"BATRES, E.",Writing,UC Irvine,89,2.9,3.5200000000000005,4,0,0,0,0,4,0,0,0,3,0,4,10,0,0,0,4.6,4.444694,25
"POWELL, A.",Art History,UC Irvine,67,2.1,3.666363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.444121,0
"DANG, Q.",Electrical Engineering,UC Irvine,90,3.5,3.3796875,4,0,0,0,0,0,4,5,0,0,0,4,3,5,8,4,4.4,4.4437003,37
"BURTSEV, A.",Computer Science,UC Irvine,85,4.4,3.066666666666667,0,7,8,0,0,0,0,6,0,3,0,8,0,0,0,0,4.4,4.443282,32
"MAHLER, S.",Neurobiology  Behavior,UC Irvine,100,3.5,3.773333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.4430904,0
"BURGE, K.",Education,UC Irvine,,1.3,3.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.442901,0
"CHOI, M.",Religion,UC Irvine,100,2.3,3.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.4386077,0
"PEARL, L.",Languages,UC Irvine,85,1.9,3.5516666666666663,9,4,0,0,0,7,0,0,0,3,8,13,0,0,0,0,4.4,4.4367046,44
"ALLEN, T.",Biological Sciences,UC Irvine,,4.0,3.7285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.4351225,0
"GOODMAN, S.",Public Health,UC Irvine,100,3.5,3.041666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.43432,0
"FOWLER, C.",Neurobiology  Behavior,UC Irvine,100,3.0,3.337272727272728,3,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4.8,4.433914,13
"BREWER, A.",Psychology,UC Irvine,84,3.6,3.546666666666667,5,0,0,0,0,5,3,7,7,4,3,10,5,0,0,0,4.8,4.430562,49
"KOBSA, A.",Computer Science,UC Irvine,100,2.4,3.281999999999999,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.5,4.4302964,3
"BUSWELL, N.",Mechanical Engineering,UC Irvine,90,2.9,3.7135555555555553,8,0,0,0,0,7,0,0,0,3,3,11,5,5,0,0,5.0,4.429126,42
"TREGLIA, J.",English,UC Irvine,,2.6,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,4.426948,0
"CHEN, T.",Mathematics,UC Irvine,94,3.4,3.227777777777777,5,6,0,0,0,0,0,0,3,0,4,3,6,0,0,8,4.4,4.426672,35
"LIU, W.",Mathematics,UC Irvine,88,3.1,3.064230769230769,5,8,0,3,0,0,0,0,0,4,0,8,0,0,0,0,4.5,4.4265876,28
"DENENBERG, D.",Informatics,UC Irvine,84,2.3,3.757021276595746,0,3,0,0,0,3,5,3,0,6,5,6,4,0,7,3,4.4,4.4248953,45
"CHIENG, C.",Writing,UC Irvine,72,3.3,2.929642857142857,4,0,0,0,8,4,4,0,0,0,0,3,8,8,0,7,4.4,4.4244757,46
"CHIAMPI, J.",Humanities,UC Irvine,100,2.8,3.3490909090909096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.4239726,0
"PANTANO, A.",Mathematics,UC Irvine,93,3.4,3.14530612244898,0,0,0,0,0,5,0,0,0,5,0,10,0,3,0,0,4.4,4.423412,23
"VALDEVIT, L.",Mechanical Engineering,UC Irvine,100,3.0,2.75,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4.4,4.4209385,3
"LAZO, R.",English,UC Irvine,100,2.5,3.305705882352941,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.2,4.4198585,7
"LERNER, S.",Writing,UC Irvine,80,3.0,3.21575,0,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0,4.4,4.419582,21
"YANIGA, A.",Humanities,UC Irvine,89,2.8,3.13375,0,0,0,0,0,7,0,0,0,3,0,6,10,3,0,0,4.4,4.419338,29
"ARDO, S.",Chemistry,UC Irvine,77,3.6,2.898333333333333,4,4,0,0,0,0,0,0,0,0,4,5,0,0,10,0,4.3,4.4192324,27
"AMIRAN, E.",Comparative Literature,UC Irvine,100,2.5,3.4393333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.4187274,0
"SCHIELDS, C.",History,UC Irvine,91,2.4,3.551538461538461,6,0,0,0,0,0,0,0,0,0,4,5,4,4,0,0,4.9,4.4181247,23
"METHERATE, R.",Neuropsychiatry,UC Irvine,89,4.0,3.7218181818181817,0,0,0,4,0,0,0,4,0,3,3,3,0,0,0,0,3.8,4.4164944,17
"O'ROURKE, S.",Anthropology,UC Irvine,74,2.8,3.612096774193549,0,0,7,0,0,0,0,5,0,6,5,7,9,3,0,0,4.4,4.416087,42
"EATON, H.",Writing,UC Irvine,100,4.0,3.3240000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.416031,0
"PLIKUS, M.",Biological Sciences,UC Irvine,100,3.8,3.849310344827586,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4.5,4.414888,6
"BESS, E.",Chemistry,UC Irvine,86,4.0,2.6049999999999995,7,3,0,5,0,3,0,0,9,0,3,8,0,0,0,9,4.4,4.4143395,47
"HONG, T.",Japanese,UC Irvine,100,2.2,2.68,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4.9,4.412745,6
"CHERNYAK, N.",Psychology,UC Irvine,100,2.8,3.6731578947368426,0,0,3,0,0,4,0,4,0,0,0,7,0,6,0,0,4.4,4.411936,24
"MCTHOMAS, M.",Political Science,UC Irvine,82,3.3,3.206363636363636,0,0,4,6,0,0,4,3,0,0,6,8,0,0,0,0,4.5,4.4104805,31
"GALEBACH, J.",Logic  Philosophy,UC Irvine,100,3.6,3.644285714285714,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4.7,4.4075913,9
"KARAMI, A.",Mathematics,UC Irvine,56,2.7,2.248333333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.4064956,3
"LOPOUR, B.",Engineering,UC Irvine,100,2.7,2.918333333333333,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4.3,4.4057355,6
"NATEKAL, A.",Social Ecology Administration,UC Irvine,100,2.5,3.303333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.404839,0
"TELLES, E.",Social Science,UC Irvine,100,3.0,2.85,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4.3,4.404735,6
"WEHMEIER, K.",Philosophy,UC Irvine,91,2.5,3.639,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4.0,4.403373,14
"LEE, A.",Economics,UC Irvine,,2.0,3.397142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.4030724,0
"ALLISON, S.",Biological Sciences,UC Irvine,84,2.4,3.433333333333333,0,3,0,0,0,0,0,0,0,0,0,4,4,3,0,0,4.3,4.402796,14
"MACGREGOR, G.",Biology,UC Irvine,75,3.3,2.8611111111111107,0,0,0,4,0,0,0,4,3,4,0,3,0,0,0,0,4.6,4.40258,18
"CHAO, M.",Management,UC Irvine,74,3.9,3.181666666666666,0,4,0,3,0,3,0,0,3,0,6,0,0,9,0,9,4.4,4.3980446,37
"AGHASI, H.",Electrical Engineering,UC Irvine,86,3.6,3.561111111111112,0,5,0,0,0,0,0,0,3,4,0,5,0,0,0,0,4.4,4.3969684,17
"WINTER, A.",Writing,UC Irvine,,2.9,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.3958945,0
"WARRIOR, R.",Biology,UC Irvine,70,3.8,3.086,0,5,9,0,0,0,0,6,6,0,5,7,0,0,3,0,4.1,4.3947763,41
"MURILLO, J.",English,UC Irvine,100,2.4,3.825333333333334,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,3.0,4.3932567,10
"SEFAMI, J.",Spanish,UC Irvine,100,2.6,3.63,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4.3,4.392776,11
