name,department,school,take_again,difficulty,avg_gpa,Clear grading criteria,Respected,Get ready to read,Skip class? You won't pass.,Tough grader,Accessible outside class,Graded by few things,Lecture heavy,Test heavy,Inspirational,Amazing lectures,Caring,Gives good feedback,Participation matters,Hilarious,Lots of homework,rating,score,total_tags
"YOUSEFIANI, A.",Engineering,UC Irvine,,3.3,3.197142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,3.9036198,0
"MIXON, A.",Writing,UC Irvine,67,3.3,3.495,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3.7,3.9035766,6
"SCHWARZ, C.",Political Science,UC Irvine,100,3.1,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.901739,0
"SCAVIO, M.",Psychology,UC Irvine,67,2.2,3.2269999999999994,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4.1,3.901529,3
"STROIK, P.",Economics,UC Irvine,100,4.0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.899702,0
"BOYLE, S.",Dance,UC Irvine,,5.0,3.599230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,3.8949811,0
"RAMACHANDRAN, V.",Global Studies,UC Irvine,67,3.0,3.688,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.0,3.892716,3
"DANNER, K.",Writing,UC Irvine,58,4.0,2.75,0,5,6,3,6,3,3,0,0,0,0,6,8,4,0,4,3.9,3.892239,48
"BARTY, C.",Physics & Astronomy,UC Irvine,34,2.7,3.288695652173913,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4.0,3.8911417,3
"YIN, S.",Management,UC Irvine,100,2.9,3.55,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,3.8,3.890938,13
"BROWN, S.",Sociology,UC Irvine,63,2.6,3.381052631578948,3,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,3.8,3.889329,15
"PENNER, R.",Chemistry,UC Irvine,59,2.8,3.086666666666667,3,3,4,5,0,0,3,4,7,0,0,0,0,0,6,4,3.7,3.889263,39
"DONALDSON, N.",Mathematics,UC Irvine,54,3.9,2.516438356164384,0,0,0,6,8,0,5,0,5,0,0,3,0,0,5,0,3.9,3.8883498,32
"BUSCIGLIO, J.",Biology,UC Irvine,53,3.6,3.0105555555555554,5,4,12,6,0,0,0,10,0,0,0,3,0,3,0,0,3.9,3.8873613,43
"KAVIANPOUR, A.",Engineering,UC Irvine,57,3.3,3.0896551724137926,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4.3,3.8869567,11
"BARTH, A.",Physics,UC Irvine,65,3.0,2.9564285714285714,4,6,3,4,0,0,0,0,0,3,3,0,0,0,0,0,3.9,3.886807,23
"BIC, L.",Computer Science,UC Irvine,68,2.5,3.210666666666667,5,0,3,0,0,0,7,3,3,0,0,0,0,0,0,0,3.0,3.8850708,21
"FRUMAN, D.",Biochemistry,UC Irvine,72,3.7,3.7422222222222223,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4.3,3.8812726,10
"ROSSO, D.",Civil Engineering,UC Irvine,100,2.3,3.3866666666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.8812683,0
"TERREFE, S.",Writing,UC Irvine,,3.0,3.376666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.8811731,0
"WASSERSTROM, J.",History,UC Irvine,67,2.5,3.5460000000000007,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4.1,3.8804986,6
"TOBIAS, D.",Chemistry,UC Irvine,75,3.1,3.4271428571428566,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.8797321,7
"CAMPBELL, R.",Mathematics,UC Irvine,,3.1,3.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.87942,0
"PERLMAN, A.",Film,UC Irvine,0,3.5,3.140000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.877642,0
"VENEGAS, Y.",Writing,UC Irvine,67,3.0,3.109583333333333,0,0,4,0,0,0,3,0,0,0,0,3,5,0,0,3,3.8,3.877385,18
"MCLAUGHLIN, G.",Business,UC Irvine,72,2.6,3.433636363636364,0,0,8,0,0,0,0,3,3,0,6,0,0,8,0,10,3.9,3.8773682,38
"MARI, R.",Economics,UC Irvine,80,3.8,2.8709090909090915,5,0,8,0,3,0,4,6,9,0,0,0,0,0,0,10,3.9,3.8758562,45
"TOBAR, H.",Social Science,UC Irvine,73,2.2,3.68,3,0,7,0,0,0,3,0,0,0,4,0,3,0,0,0,3.9,3.875365,20
"PORTER, M.",Mathematics,UC Irvine,73,3.5,2.898125,5,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3.5,3.8750205,17
"WHITESON, K.",Biological Sciences,UC Irvine,100,3.3,3.597777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.8,3.8732898,3
"DANIEL, K.",Management,UC Irvine,,3.4,3.41125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.8706646,0
"OLSON, K.",Political Science,UC Irvine,71,3.6,3.2045454545454546,5,0,12,0,7,0,5,5,0,0,4,0,0,0,0,0,4.1,3.870258,38
"SHANAHAN, T.",Education,UC Irvine,,1.3,3.588125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,3.869476,0
"HEINE, B.",Psychology,UC Irvine,77,3.8,2.9011764705882355,0,0,11,7,0,0,0,0,3,0,0,0,0,0,0,3,3.9,3.8676343,24
"MCCOY, J.",Writing,UC Irvine,34,2.6,3.2925,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4.0,3.866228,8
"BATES, A.",University Studies,UC Irvine,80,1.3,3.8733333333333335,0,0,0,4,0,0,0,0,0,5,0,0,0,3,8,0,3.9,3.865054,20
"DEPAUL, A.",Journalism,UC Irvine,65,3.3,3.2267307692307687,0,0,0,0,4,0,5,0,0,4,0,0,8,3,3,0,4.0,3.8643515,27
"KRAIG, A.",Social Science,UC Irvine,100,2.5,3.3433333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.862772,0
"DAULATZAI, S.",African-American Studies,UC Irvine,67,3.8,3.1248,0,0,6,4,0,0,0,3,0,0,0,0,0,4,0,0,4.0,3.862052,17
"HEZARI, H.",Mathematics,UC Irvine,66,3.4,2.81,3,6,0,5,0,0,0,0,4,0,9,0,0,0,3,0,4.0,3.8489833,30
"BUSTAMANTE, A.",Education,UC Irvine,71,2.9,3.624444444444445,0,0,0,8,0,0,5,0,0,0,0,0,0,3,0,0,3.9,3.8449612,16
"CASSIDY, C.",Writing,UC Irvine,67,3.0,3.066666666666667,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3.7,3.8439364,11
"AL-AMIN, M.",Chemistry,UC Irvine,,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.841183,0
"CHENG, J.",Psychology  Social Behavior,UC Irvine,,2.7,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.8396711,0
"MCCLELLAND, K.",Writing,UC Irvine,,3.0,2.686666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.838588,0
"HEYDARI, P.",Engineering,UC Irvine,75,3.9,3.33625,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3.9,3.8383226,10
"SUMIKAWA, K.",Biology,UC Irvine,100,3.6,3.5625,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3.6,3.8376572,6
"BERKELHAMER, R.",University Studies,UC Irvine,,1.3,3.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8323991,0
"BRISCOE, A.",Biology,UC Irvine,92,2.7,3.819,0,0,3,0,0,3,0,0,0,3,0,6,12,6,0,0,3.8,3.825909,33
"GLEBOVA, A.",Film,UC Irvine,75,2.7,3.196363636363636,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3.8,3.8255982,7
"BLUMBERG, B.",Biology,UC Irvine,67,3.5,3.1674999999999995,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.8253593,3
"KONGSHAUG, E.",Writing,UC Irvine,63,2.2,3.486521739130435,0,0,6,0,0,0,0,0,0,0,0,5,5,3,0,0,3.8,3.8253465,19
"WARD, H.",Writing,UC Irvine,67,3.7,3.042222222222222,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4.0,3.8247035,7
"MARTENS, C.",Chemistry,UC Irvine,67,2.0,3.098,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3.7,3.8243704,14
"SCHUSTER, T.",Sociology,UC Irvine,53,3.8,3.04,3,3,4,0,3,0,7,3,0,0,0,0,0,0,4,0,3.9,3.8220415,27
"BLAKE, D.",Chemistry,UC Irvine,43,3.9,2.444,0,4,0,0,4,6,0,0,10,3,0,5,0,0,4,6,3.8,3.8215983,42
"WRIGHT, V.",Psychology,UC Irvine,86,3.1,3.3690909090909087,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,3.8,3.8204615,13
"BOBROW, J.",Mechanical Engineering,UC Irvine,100,3.5,3.311666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.819387,0
"TSUFIM, F.",Writing,UC Irvine,75,4.0,2.969,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3.8,3.818483,12
"CAO, S.",Mathematics,UC Irvine,72,3.5,2.654705882352941,3,6,0,0,0,0,0,0,0,3,0,3,5,0,0,0,3.8,3.8182666,20
"KASK, K.",Computer Science,UC Irvine,72,3.3,3.664166666666667,0,0,0,0,0,5,4,4,10,0,0,6,0,0,0,0,3.8,3.8177886,29
"BALON, R.",Humanities,UC Irvine,,2.0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.8167217,0
"DANDAMUDI, K.",Political Science,UC Irvine,80,3.4,3.38625,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.815334,5
"DALTON, T.",Criminal Justice,UC Irvine,51,3.4,3.4797222222222226,0,0,7,0,6,0,10,0,5,0,0,0,0,0,0,0,3.8,3.813985,28
"RECKER, W.",Civil Engineering,UC Irvine,,3.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8128743,0
"AKAGI, K.",Music,UC Irvine,,2.7,3.245555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.8126314,0
"DABDUB, D.",Engineering,UC Irvine,63,3.7,2.9658333333333338,0,9,0,5,3,0,0,0,0,7,0,4,0,0,0,0,3.8,3.811811,28
"WODARZ, D.",Biological Sciences,UC Irvine,100,3.1,3.1442857142857146,0,0,0,4,0,5,5,4,0,0,0,0,0,0,0,0,3.8,3.8110695,18
"AMIRKHIZI, M.",Political Science,UC Irvine,79,3.3,3.2990243902439023,3,5,6,0,0,0,0,4,0,0,0,3,5,0,0,0,4.1,3.81088,26
"SANDHOLTZ, J.",Education,UC Irvine,84,2.4,3.356666666666667,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3.5,3.8106024,7
"SCHEPER, J.",Women's Studies,UC Irvine,58,3.7,3.233199999999999,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,3.2,3.8085916,14
"RYCHNOVSKY, S.",Chemistry,UC Irvine,80,3.0,2.96375,4,0,7,4,0,3,0,0,5,0,0,3,0,0,6,0,3.9,3.8020613,32
"CASTELLANO, D.",Theater,UC Irvine,,2.8,3.3159374999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,3.8014429,0
"PRAUSE, J.",Social Science,UC Irvine,,2.5,2.8816666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8003197,0
"MOBLEY, D.",Chemistry,UC Irvine,,3.0,3.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.7988935,0
"MITCHELL, L.",History,UC Irvine,75,3.0,3.47,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,5,3.8,3.7979074,14
"SUGIE, N.",Criminology Law  Society,UC Irvine,63,2.9,3.225,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.7967699,11
"GRANT, M.",Writing,UC Irvine,60,3.2,3.0488888888888885,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4.2,3.7931306,5
"BOLZENDAHL, C.",Sociology,UC Irvine,67,3.3,2.9887500000000005,4,0,4,3,0,0,0,0,3,0,0,0,0,4,0,0,3.9,3.79161,18
"HART, G.",Humanities,UC Irvine,67,2.4,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.788417,0
"YAN, J.",Writing,UC Irvine,100,3.0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.7881155,0
"KACHKOVSKIY, I.",Mathematics,UC Irvine,100,3.1,2.548888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.787566,0
"TOPPER, K.",Political Science,UC Irvine,62,3.6,2.97,0,0,11,0,3,0,0,3,0,0,0,4,4,6,0,0,3.8,3.786837,31
"SZALAY, M.",English,UC Irvine,100,3.7,3.478333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.786244,0
"SILVERBERG, A.",Mathematics,UC Irvine,100,3.6,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7843797,0
"MALCZEWSKI, J.",History,UC Irvine,84,3.6,3.501111111111111,0,0,6,0,0,0,0,0,0,0,0,3,3,3,0,0,3.6,3.7841022,15
"SARDO, M.",Political Science,UC Irvine,84,3.2,2.995,0,0,3,3,0,0,0,0,0,0,0,5,0,5,3,0,4.3,3.782941,19
"DENNIN, M.",Physics,UC Irvine,,2.5,3.5623076923076926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.7819088,0
"HARDT, H.",Political Science,UC Irvine,82,2.8,3.137391304347826,5,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,3.7,3.7798579,21
"APPEL, K.",Fine Arts,UC Irvine,80,2.5,3.72,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.7797353,3
"PELAYO, R.",Mathematics,UC Irvine,64,4.0,2.9545833333333333,0,0,0,7,3,6,3,0,7,0,5,3,4,0,0,12,3.8,3.7789338,50
"LU, Y.",Public Health,UC Irvine,58,2.9,3.184,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3.7,3.7786136,12
"MENDEZ, M.",Urban Planning,UC Irvine,89,3.1,3.556,0,0,10,0,0,0,4,0,0,0,0,4,0,0,0,0,4.6,3.7776427,18
"DROVER, C.",Anthropology,UC Irvine,77,3.0,2.894333333333333,5,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,3.8,3.777468,18
"LIU, E.",Writing,UC Irvine,100,3.4,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.776896,0
"CALDERON-ZAKS, M.",Sociology,UC Irvine,100,2.0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.7762067,0
"TURNER, S.",Criminal Justice,UC Irvine,56,3.9,3.126666666666667,5,0,0,0,7,0,9,8,8,0,0,0,0,0,0,0,3.8,3.7751973,37
"RAFELSKI, S.",Biological Sciences,UC Irvine,,4.0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.7750478,0
"PONTELL, H.",Criminal Justice,UC Irvine,60,2.6,3.1062162162162164,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.7738085,4
"BUTTS, C.",Social Science,UC Irvine,100,2.5,2.879375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.7724962,0
"KRICHMAR, J.",Psychology,UC Irvine,67,3.8,3.1987500000000004,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3.7,3.7719364,10
"RANGEL, R.",Engineering,UC Irvine,82,3.9,3.264615384615385,0,6,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4.0,3.7710485,13
"VORTHERMS, S.",Political Science,UC Irvine,62,3.5,3.102727272727273,0,0,7,4,0,0,0,4,4,0,0,0,0,0,0,0,3.9,3.7682786,19
"WEHRENFENNIG, D.",Political Science,UC Irvine,,3.4,3.942307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.7681966,0
"HEMMINGER, J.",Chemistry,UC Irvine,15,2.8,2.67,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.767521,3
"LAWRENCE, J.",Education,UC Irvine,,2.4,3.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3.7659354,0
"KALASHNIKOV, D.",Computer Science,UC Irvine,,5.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.7649565,0
"WHITING, C.",Art History,UC Irvine,40,2.8,3.2341666666666664,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4.1,3.7620726,7
"ZHU, X.",Writing,UC Irvine,,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.759748,0
"LIM, F.",Film,UC Irvine,67,2.8,3.2927586206896544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.9,3.7587638,3
"LETOURNEAU, D.",Management,UC Irvine,71,3.3,3.63695652173913,7,0,7,0,6,0,0,0,3,0,0,0,0,5,0,0,3.8,3.7587328,28
"JIANG, C.",Social Science,UC Irvine,67,2.4,3.095454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.7569723,0
"LONG, M.",Humanities,UC Irvine,100,3.8,3.4714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.7559998,0
"RUBERG, B.",Informatics,UC Irvine,56,3.3,3.5644444444444443,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.7544754,12
"AGHAKOUCHAK, A.",Civil Engineering,UC Irvine,50,3.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.7539847,0
"NEUMARK, D.",Economics,UC Irvine,75,4.4,2.812857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.7533915,0
"HUSSAIN, M.",Information Science,UC Irvine,75,1.5,3.926666666666667,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3.8,3.75332,6
"LEE, G.",Criminal Justice,UC Irvine,,3.0,3.521666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7531478,0
"WALSH, C.",Biology,UC Irvine,100,3.2,3.1766666666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.7452211,0
"ARGUILLA, M.",Chemistry,UC Irvine,43,3.9,3.18,3,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,4.0,3.7449121,14
"VOLOSHINA, A.",Mechanical Engineering,UC Irvine,60,2.2,3.24,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3.8,3.7446034,9
"MONTOYA, M.",Anthropology,UC Irvine,100,3.6,3.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.744317,0
"MCBRIDE, M.",Economics,UC Irvine,84,3.6,3.028181818181818,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,3.5,3.7433825,10
"ZEMAN, M.",Mathematics,UC Irvine,75,3.6,2.5,0,5,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3.6,3.7431278,17
"BOTVINICK, E.",Engineering,UC Irvine,67,3.0,3.447,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3.8,3.7423754,3
"GORDON, C.",Writing,UC Irvine,100,3.5,2.9645454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.7422395,0
"POTMA, E.",Chemistry,UC Irvine,71,3.0,2.8515,0,6,0,0,0,0,3,0,4,0,4,6,0,0,0,0,4.5,3.742193,23
"LINDSAY, E.",Music,UC Irvine,50,3.0,3.1461538461538465,4,0,4,0,0,0,0,0,0,0,0,0,3,5,0,4,3.9,3.7407975,20
"SETO, S.",Mathematics,UC Irvine,56,2.1,2.783333333333333,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3.7,3.7386897,6
"WELLMEYER, P.",Accounting,UC Irvine,69,3.0,3.413793103448276,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,3.8,3.7381232,11
"GRIFFEY, T.",History,UC Irvine,100,3.4,3.3271428571428574,0,0,0,0,3,0,5,0,0,0,0,4,0,3,0,0,3.8,3.7368274,15
"MA, A.",Mathematics,UC Irvine,65,3.6,2.978888888888889,0,0,0,0,4,6,0,0,0,0,0,7,0,0,3,5,3.8,3.7352486,25
"FROSTIG, R.",Biology,UC Irvine,,2.7,3.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.734897,0
"SCHWAB, M.",Philosophy,UC Irvine,,3.0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.7348306,0
"BOWER, A.",Psychology,UC Irvine,63,2.6,3.0766666666666667,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3.9,3.7312603,12
"LAW, M.",Chemistry,UC Irvine,63,4.0,3.0826923076923074,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,0,4.0,3.731148,13
"GEORGIOU, T.",Mechanical Engineering,UC Irvine,72,3.3,3.833076923076924,0,6,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3.7,3.7270424,13
"XIN, M.",Management,UC Irvine,100,3.3,3.2300000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.7268913,0
"LIN, S.",Biological Sciences,UC Irvine,75,2.5,3.6744444444444446,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,3.2,3.7266285,11
"DURBIN, H.",Dramatic Arts,UC Irvine,,2.5,3.7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.7229512,0
"WILLIAMS, T.",Social Science,UC Irvine,56,3.4,3.1496153846153847,0,0,0,0,0,0,0,0,0,0,3,4,6,4,0,0,3.8,3.7191198,17
"BATCHELDER, W.",Psychology,UC Irvine,0,2.6,2.773076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.7176318,0
"NENADIC, Z.",Engineering,UC Irvine,43,4.0,2.6216666666666666,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,3.9,3.71393,11
"MODUGNO, J.",Writing,UC Irvine,,2.5,3.4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.7132766,0
"RHODES, K.",Education,UC Irvine,75,3.1,3.46,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3.8,3.7075524,7
"BARRY, R.",Biological Sciences,UC Irvine,81,4.0,3.6908064516129033,4,0,0,0,0,7,0,10,0,0,0,7,5,0,0,0,4.9,3.7054808,33
"OVIATT, J.",Education,UC Irvine,73,3.3,3.321,3,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3.9,3.702822,12
"SCOTT, D.","Criminology, Law & Society",UC Irvine,,2.5,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.7006166,0
"SU, Y.",Sociology,UC Irvine,,2.1,3.2338461538461534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.7000473,0
"GAGE, N.",Psychology,UC Irvine,,3.2,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,3.7000155,0
"PRESCHER, J.",Chemistry,UC Irvine,84,3.3,3.2429787234042555,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.6991832,3
"COONEY, M.",Writing,UC Irvine,,2.3,2.7366666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.6983588,0
"BAILEY, J.",Religion,UC Irvine,,3.0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.6975255,0
"PHILIP, K.",Women's Studies,UC Irvine,,3.3,3.318333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.6950955,0
"ANDRICIOAEI, I.",Chemistry,UC Irvine,67,2.8,2.738,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,3.8,3.692693,10
"KURDAHI, F.",Electrical Engineering,UC Irvine,100,2.5,3.611428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.6922004,0
"CHUBB, C.",Psychology,UC Irvine,50,2.5,2.8653846153846154,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,4.3,3.6898856,14
"MADDI, S.",Psychology,UC Irvine,,1.9,3.748333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.687448,0
"PATIL, U.",Religion,UC Irvine,,2.0,3.3840000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.6817389,0
"TOPIK, S.",History,UC Irvine,0,2.8,2.8600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.680734,0
"ELMALAKI, S.",Engineering,UC Irvine,64,4.0,3.2299999999999995,0,0,0,0,7,0,4,0,4,0,0,6,0,0,0,0,3.6,3.6777177,21
"PARKER, D.",Public Health,UC Irvine,84,3.5,3.1420000000000003,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.6773767,6
"MEYER, D.",Sociology,UC Irvine,100,3.1,3.178,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3.6,3.6771798,6
"CONNELL, C.",Humanities,UC Irvine,75,3.1,2.850909090909091,0,0,6,0,3,0,0,0,0,0,0,8,3,5,0,0,3.5,3.6743565,25
"GUILFOYLE, S.",Education,UC Irvine,60,2.4,3.665,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3.6,3.6707065,3
"SAPHORES, J.",Environmental Science,UC Irvine,,2.7,3.079285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.668579,0
"GONZALEZ, G.",History,UC Irvine,,2.3,3.083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.6676185,0
"PERIN, C.",Philosophy,UC Irvine,50,2.7,3.4095000000000004,0,0,4,0,3,3,0,0,0,0,5,0,0,0,0,0,4.1,3.66656,15
"LANE, T.",Biological Sciences,UC Irvine,,3.5,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3.6658301,0
"PETERSON, E.",Writing,UC Irvine,,3.4,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.665574,0
"CHEN, Y.",Informatics,UC Irvine,100,1.6,3.3920833333333333,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3.4,3.6639504,3
"KATO, J.",Writing,UC Irvine,,2.3,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,3.6631708,0
"JOSEPH, N.",Writing,UC Irvine,50,3.0,3.304,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3.9,3.662284,6
"DAVTYAN, M.",Public Health,UC Irvine,100,3.5,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.6605175,0
"ROCHA, R.",Dramatic Arts,UC Irvine,67,3.3,3.727142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.65977,0
